TrainCategory,TrainID,Route
IC,214,[OD - MV - NG - SPR - SG - SO - FJ - RG - KY - RO - TRK - HH - HTÅ - GL - NEL - KLV - ØRE - TÅT - CPH]
L,18,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA - SNO - OD - MV - KH - BAN - CPH]
L,4007,[AR - BR - RD - FP - HB - AD - AB - ABV - LIH - ABL]
IC,823,[KK - KN - KH - GB - NEL - IG - KJN - LEL - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - OD - HP - MD - SNO - KD - LK - VN - BP - BM - TB - ES]
RØ,2431,[KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
RØ,3463,[HG - SQ - GÆ - HUM - NI - OK - RU - HL - HGL - KK - KN - KH]
RØ,4529,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
RØ,4820,[NF - TN - EK - NV - OH - VO - LU - MOG - NÆ]
IC,190,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA - SNO - MD - KA - OD - MV - NG - SPR - KØ - FO - SG - SO - FJ - RG - KY - RO - TRK - HTÅ - GL - VAL - KH]
IC,181,[KH - VAL - HIF - HTÅ - HH - RO - VY - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - LV - MV - OD - HP - MD - SNO - FA - BK - BET - VJ - HED - HS - HÅ - SD - HX - VI - KGV - AR]
RØ,3436,[KH - KN - KK - HGL - HL - KL - OK - NI - HUM - GÆ - SQ - HG]
RV,3951,[FA - BK - BET - VJ - HED - HS - HÅ - SD - HX - VI - KGV - AR]
RV,2727,[OD - HP - TP - SC - BD - AP - GD - EB - NA - KA - MD - SNO - FA]
RØ,271,[CPH - TÅT - ØRE - KLV - NEL - IG - HTÅ - HH - TRK - RO - VY - RG - FJ - SO - SG]
IC,156,[FA - SNO - MD - KA - OD - MV - LV - UV - NG - SPR - KØ - FO - SG - SO - FJ - RG - KY - RO - TRK - HTÅ - GL - VAL - KH - KN - KK]
IC,4168,[ABL - LIH - ABV - AB - OG - SØ - AD - HB - FP - RD - LG - HA - HN - AR]
RØ,4832,[NF - TN - EK - NV - OH - VO - LU - MOG - NÆ]
IC,2368,[FA - TL - KD - LK - VN - BP - HQ - GØ - BM - TB - ES]
RØ,1525,[KK - KN - KH - VAL - HTÅ - HH - RO - LJ - HK - RT - KS - MØ - JY - SE - VÆ - KBØ - KB]
IC,4179,[AR - BR - HA - LG - RD - FP - HB - AD - SØ - SR - AB]
RØ,1208,[NF - TN - VO - LU - NÆ - GZ - RG - ADA - NEL - GB - KH]
L,43,[CPH - TÅT - KH - GB - OD - HP - FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
RØ,4845,[NÆ - MOG - LU - VO - MN - NV - EK - TN - NF]
RØ,2400,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH]
IC,145,[KK - KN - KH - VAL - HIF - HTÅ - HH - RO - VY - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - LV - MV - OD - HP - MD - SNO - FA]
RØ,2233,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - VY - BO - KY - RG - GZ - NÆ]
IC,1490,[KH - BAN - ØRE - TÅT - CPH]
L,4058,[ABL - LIH - ABV - AB - OG - HB - FP - RD - LG - AR]
RØ,2562,[HK - PE - TØ - HV - LJ - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL]
RØ,1577,[KH - VAL - HTÅ - HH - RO - LJ - HK - RT - KS - MØ - JY - SE - VÆ - KBØ - KB]
RØ,4545,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
IC,826,[ES - JNE - BM - GØ - VN - LK - KD - TL - MD - KA - OD - MV - NG - SPR - KØ - FO - SG - SO - FJ - RG - ADA - KJN - JSF - NEL - GB - KH - KN - KK - HGL]
IC,474,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA]
RØ,4251,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - VY - BO - KY - RG - GZ - NÆ]
RØ,1544,[KB - KBØ - VÆ - SE - JY - MØ - KS - RT - HK - PE - RO - TRK - HTÅ - GL - KH - KN - KK]
IC,136,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA - SNO - MD - KA - OD - MV - LV - UV - NG - SPR - KØ - FO - SG - SO - FJ - RG - KY - RO - TRK - HTÅ - GL - VAL - KH - KN - KK - HGL]
IC,855,[HGL - KK - KN - KH - GB - NEL - IG - KJN - LEL - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - OD - HP - MD - SNO - KD - LK - VN - BP - BM - TB - ES]
RV,2785,[OD - HP - TP - SC - BD - AP - GD - EB - NA - KA - MD - SNO - FA]
RØ,4234,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
IC,4148,[ABL - LIH - ABV - AB - OG - SØ - AD - HB - FP - RD - LG - HA - HN - AR]
L,4066,[ABL - LIH - ABV - AB - OG - HB - FP - RD - LG - AR]
RØ,2420,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH - KN - KK]
RØ,3810,[NF - TN - EK - NV - OH - VO - LU - MOG - NÆ]
M,6370,[KK - KN - KH]
RØ,2460,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH]
L,927,[FA - TL - KD - LK - VM - FZ - OJ - RQ - TE - KW - GST - SDB]
RØ,4577,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
IC,223,[CPH - TÅT - ØRE - KLV - NEL - IG - HTÅ - HH - TRK - RO - VY - RG - FJ - SO - SG - FO - NG - JU - OD]
IC,1485,[CPH - TÅT - KH]
L,4035,[AR - BR - RD - FP - HB - AD - AB - ABV - LIH - ABL]
IC,4156,[ABL - LIH - ABV - AB - OG - SØ - AD - HB - FP - RD - LG - HA - HN - AR]
RØ,3863,[NÆ - MOG - LU - VO - MN - NV - EK - TN - NF]
L,30,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA - SNO - OD - MV - KH - BAN - CPH]
EX,398,[HMB - ADF - ASW - AFW - PA - VK - KD - TL - OD - MV - RG - ADA - KH]
M,9730,[KH - KN - KK - HGL]
M,9300,[CPH - TÅT - KH]
RØ,1548,[KB - KBØ - VÆ - SE - JY - MØ - KS - RT - HK - PE - RO - TRK - HTÅ - GL - KH - KN - KK]
RØ,2459,[KK - KN - KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
RØ,4556,[HK - PE - TØ - HV - LJ - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RØ,4450,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH]
RØ,3327,[KK - KN - KH - VAL - HIF - HTÅ - HH - RO]
RV,4716,[FA - SNO - MD - KA - NA - EB - GD - AP - BD - TP - HP - OD]
L,15,[OD - HP - FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
RØ,2253,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - VY - BO - KY - RG - GZ - NÆ]
IC,5757,[FA - TL - KD - LK - VM - FZ - OJ - RQ - TE - VK - PA - PAGR - FLB]
L,6,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA - SNO - OD - MV - KH - BAN - CPH]
IC,814,[ES - JNE - BM - GØ - VN - LK - KD - TL - MD - KA - OD - MV - NG - SPR - KØ - FO - SG - SO - FJ - RG - ADA - KJN - JSF - NEL - GB - KH - KN - KK - HGL]
RV,2352,[FA - TL - KD - LK - VN - BP - HQ - GØ - BM - TB - ES]
L,910,[SDB - GST - KW - TE - RQ - OJ - SST - VM - LK - KD - TL - FA]
L,934,[SDB - GST - KW - TE - RQ - OJ - SST - VM - LK - KD - TL - FA]
L,54,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA - SNO - OD - MV - KH - BAN - CPH]
L,919,[FA - TL - KD - LK - VM - FZ - OJ - RQ - TE - KW - GST - SDB]
RØ,1256,[NF - TN - VO - LU - NÆ - GZ - RG - ADA - NEL - GB - KH]
RØ,3427,[HG - SQ - GÆ - HUM - NI - OK - RU - HL - HGL - KK - KN - KH]
RØ,1260,[NF - TN - VO - LU - NÆ - GZ - RG - ADA - NEL - GB - KH]
IC,1482,[KH - BAN - ØRE - TÅT - CPH]
RØ,4446,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH]
EX,393,[KH - GB - RG - FJ - OD - HP - KD - LK - PA - PAGR - ASW - AR - HMB]
RØ,4589,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH]
M,9795,[HGL - KK - KN - KH]
IC,4149,[AR - BR - HA - LG - RD - FP - HB - AD - SØ - SR - AB - ABV - LIH - ABL]
RØ,1533,[KK - KN - KH - VAL - HTÅ - HH - RO - LJ - HK - RT - KS - MØ - JY - SE - VÆ - KBØ - KB]
RØ,4804,[NF - TN - EK - NV - OH - VO - LU - MOG - NÆ]
RØ,1583,[KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK - RT - KS - MØ - JY - SE - VÆ - KBØ - KB]
IC,819,[HGL - KK - KN - KH - GB - NEL - IG - KJN - LEL - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - OD - HP - MD - SNO - KD - LK - VN - BP - BM - TB - ES]
RØ,2539,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
IC,4117,[AR - BR - HA - LG - RD - FP - HB - AD - SØ - SR - AB - ABV - LIH - ABL]
RØ,2510,[HK - PE - TØ - HV - LJ - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
IC,5750,[FLB - AHAL - PA - VK - TE - RQ - OJ - SST - VM - LK - KD - TL - FA]
RØ,4521,[KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
IC,5755,[FA - TL - KD - LK - VM - FZ - OJ - RQ - TE - VK - PA - PAGR - FLB]
IC,456,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA]
IC,80169,[HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - RO - VY - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - LV - MV - OD - HP - MD - SNO - FA]
IC,263,[CPH - TÅT - ØRE - KLV - NEL - IG - HTÅ - HH - TRK - RO - VY - RG - FJ - SO - SG - FO - NG - JU - OD]
IC,4175,[AR - BR - HA - LG - RD - FP - HB - AD - SØ - SR - AB]
L,4027,[AR - BR - RD - FP - HB - AD - AB - ABV - LIH - ABL]
RØ,4235,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - VY - BO - KY - RG - GZ - NÆ]
M,9362,[CPH - TÅT - KH]
RØ,4856,[NF - TN - EK - NV - OH - VO - LU - MOG - NÆ]
M,9113,[VO - MN - NF]
IC,843,[HGL - KK - KN - KH - GB - NEL - IG - KJN - LEL - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - OD - HP - MD - SNO - KD - LK - VN - BP - BM - TB - ES]
RØ,4226,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RØ,1528,[KB - KBØ - VÆ - SE - JY - MØ - KS - RT - HK - PE - RO - TRK - HTÅ - GL - KH - KN - KK]
M,12395,[HGL - KK - KN - KH]
RØ,247,[CPH - TÅT - ØRE - KLV - NEL - IG - HTÅ - HH - TRK - RO - VY - RG - FJ - SO - SG]
IC,2348,[FA - TL - KD - LK - VN - BP - HQ - GØ - BM - TB - ES]
RØ,2217,[KH - VAL - HIF - HTÅ - HH - TRK - RO - VY - BO - KY - RG - GZ - NÆ]
M,12393,[HGL - KK - KN - KH]
RV,2933,[FA - BK - BET - VJ - HED - HS - HÅ - SD - HX - VI - KGV - AR]
RØ,3469,[HG - SQ - GÆ - HUM - NI - OK - RU - HL - HGL - KK - KN - KH]
RØ,2093,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH]
IC,883,[HGL - KK - KN - KH - GB - NEL - IG - KJN - LEL - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - OD]
RØ,2220,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
IC,140,[FA - SNO - MD - KA - OD - MV - LV - UV - NG - SPR - KØ - FO - SG - SO - FJ - RG - KY - RO - TRK - HTÅ - GL - VAL - KH - KN - KK]
L,738,[STR - HM - HO - TS - UU - ID - IB - GP - HR - KE - BB - TY - GW - GG - JL - GES - VJS - VJ - BET - FA]
IC,2312,[FA - TL - KD - LK - VN - BP - HQ - GØ - BM - TB - ES]
RV,2336,[FA - TL - KD - LK - VN - BP - HQ - GØ - BM - TB - ES]
RØ,4433,[KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
RV,2916,[AR - KGV - VI - HC - SD - HÅ - HS - HED - VJ - BET - BK - FA]
RØ,3444,[KH - KN - KK - HGL - HL - KL - OK - NI - HUM - GÆ - SQ - HG]
RV,2929,[FA - BK - BET - VJ - HED - HS - HÅ - SD - HX - VI - KGV - AR]
RØ,4525,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
RØ,2555,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
IC,2356,[FA - TL - KD - LK - VN - BP - HQ - GØ - BM - TB - ES]
RV,4729,[OD - HP - TP - SC - AP - GD - EB - NA - KA - MD - SNO - FA]
IC,133,[HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - RO - VY - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - LV - MV - OD - HP - MD - SNO - FA]
L,918,[SDB - GST - KW - TE - RQ - OJ - SST - VM - LK - KD - TL - FA]
RØ,4430,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH - KN - KK]
RØ,4533,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
L,55,[CPH - TÅT - KH - GB - OD - HP - FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
RØ,3406,[KH - KN - KK - HGL - HL - KL - OK - NI - HUM - GÆ - SQ - HG]
RØ,2219,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH]
RØ,2467,[KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
RØ,4465,[KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
RV,2952,[AR - KGV - VI - HC - SD - HÅ - HS - HED - VJ - BET - BK - FA]
RØ,4840,[NF - TN - EK - NV - OH - VO - LU - MOG - NÆ]
IC,432,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA]
L,46,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA - SNO - OD - MV - KH - BAN - CPH]
IC,2349,[ES - JNE - BM - GØ - HQ - BP - VN - LK - KD - TL - FA]
RØ,1228,[NF - TN - VO - LU - NÆ - GZ - RG - ADA - NEL - GB - KH]
IC,4121,[AR - BR - HA - LG - RD - FP - HB - AD - SØ - SR - AB - ABV - LIH - ABL]
RØ,4541,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
M,12191,[HGL - KK - KN - KH]
IC,464,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA]
RV,2957,[FA - BK - BET - VJ - HED - HS - HÅ - SD - HX - VI - KGV - AR]
RV,4724,[FA - SNO - MD - KA - NA - EB - GD - AP - BD - TP - HP - OD]
IC,5758,[FLB - AHAL - PA - VK - TE - RQ - OJ - SST - VM - LK - KD - TL - FA]
RØ,4812,[NF - TN - EK - NV - OH - VO - LU - MOG - NÆ]
L,4022,[ABL - LIH - ABV - AB - OG - HB - FP - RD - LG - AR]
RV,2357,[ES - JNE - BM - GØ - HQ - BP - VN - LK - KD - TL - FA]
RØ,4227,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - VY - BO - KY - RG - GZ - NÆ]
EX,1199,[KH - GB - RG - FJ - OD - HP - KD - LK - PA - PAGR - ASW - AR - HMB]
IC,4120,[ABL - LIH - ABV - AB - OG - SØ - AD - HB - FP - RD - LG - HA - HN - AR]
IC,121,[KH - VAL - HIF - HTÅ - HH - RO - VY - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - LV - MV - OD - HP - MD - SNO - FA]
M,9179,[SG - FO - OD]
L,926,[SDB - GST - KW - TE - RQ - OJ - SST - VM - LK - KD - TL - FA]
RV,4719,[OD - HP - TP - SC - AP - GD - EB - NA - KA - MD - SNO - FA]
IC,858,[ES - JNE - BM - GØ - VN - LK - KD - TL - MD - KA - OD - MV - NG - SPR - KØ - FO - SG - SO - FJ - RG - ADA - KJN - JSF - NEL - GB - KH - KN - KK - HGL]
M,7087,[KD - TL - FA]
RØ,1504,[KB - KBØ - VÆ - SE - JY - MØ - KS - RT - HK - PE - RO - TRK - HTÅ - GL - KH - KN - KK]
M,12392,[KH - KN - KK - HGL]
RØ,4267,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - VY - BO - KY - RG - GZ - NÆ]
RØ,3359,[HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - RO]
RØ,1565,[KK - KN - KH - VAL - HTÅ - HH - RO - LJ - HK - RT - KS - MØ - JY - SE - VÆ - KBØ - KB]
RØ,2595,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
RØ,2479,[KK - KN - KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
RØ,2563,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
IC,148,[FA - SNO - MD - KA - OD - MV - LV - UV - NG - SPR - KØ - FO - SG - SO - FJ - RG - KY - RO - TRK - HTÅ - GL - VAL - KH - KN - KK]
RR,2776,[FA - SNO - MD - KA - NA - EB - GD - AP - BD - SC - TP - HP - OD]
RØ,2475,[KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
IC,2369,[ES - JNE - BM - GØ - HQ - BP - VN - LK - KD - TL - FA]
IC,2344,[FA - TL - KD - LK - VN - BP - HQ - GØ - BM - TB - ES]
RØ,2248,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
M,9782,[CPH - TÅT - KH - KN - HGL]
RØ,4414,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH - KN - KK]
M,9302,[CPH - TÅT - KH]
RØ,4222,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RV,3958,[AR - KGV - VI - HC - SD - HÅ - HS - HED - VJ - BET - BK - FA]
RØ,3442,[KH - KN - KK - HGL - HL - KL - OK - NI - HUM - GÆ - SQ - HG]
EX,395,[KH - GB - RG - FJ - OD - HP - KD - LK - PA - PAGR - ASW - AR - HMB]
RØ,1232,[NF - TN - VO - LU - NÆ - GZ - RG - ADA - NEL - GB - KH]
M,9701,[HGL - KK - KH - BAN - CPH]
RØ,2471,[KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
RØ,4291,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH]
RØ,2244,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
IC,153,[KK - KN - KH - VAL - HIF - HTÅ - HH - RO - VY - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - LV - MV - OD - HP - MD - SNO - FA]
M,9360,[CPH - TÅT - KH]
IC,4129,[AR - BR - HA - LG - RD - FP - HB - AD - SØ - SR - AB - ABV - LIH - ABL]
EX,396,[HMB - ADF - ASW - AFW - PA - VK - KD - TL - OD - MV - RG - ADA - KH]
RV,4764,[FA - SNO - MD - KA - NA - EB - GD - AP - BD - TP - HP - OD]
RØ,275,[CPH - TÅT - ØRE - KLV - NEL - IG - HTÅ - HH - TRK - RO - VY - RG - FJ - SO - SG]
RV,2741,[OD - HP - TP - SC - BD - AP - GD - EB - NA - KA - MD - SNO - FA]
RØ,2535,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
RØ,1241,[KH - GB - NEL - IG - RG - GZ - NÆ - MOG - VO - MN - NF]
IC,128,[FA - SNO - MD - KA - OD - MV - LV - UV - NG - SPR - KØ - FO - SG - SO - FJ - RG - KY - RO - TRK - HTÅ - GL - VAL - KH - KN - KK]
M,12394,[KH - KN - HGL]
RV,2913,[FA - BK - BET - VJ - HED - HS - HÅ - SD - HX - VI - KGV - AR]
RØ,1212,[NF - TN - VO - LU - NÆ - GZ - RG - ADA - NEL - GB - KH]
RV,2912,[AR - KGV - VI - HC - SD - HÅ - HS - HED - VJ - BET - BK - FA]
L,75,[CPH - TÅT - KH - GB - OD - HP - FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
IC,2374,[FA - TL - KD - LK - VN - BP - HQ - GØ - BM - TB - ES]
L,943,[FA - TL - KD - LK - VM - FZ - OJ - RQ - TE - KW - GST - SDB]
L,4014,[AB - OG - HB - FP - RD - LG - AR]
RØ,2502,[HK - PE - TØ - HV - LJ - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RR,4708,[FA - SNO - MD - KA - NA - EB - GD - AP - BD - TP - HP - OD]
IC,5751,[FA - TL - KD - LK - VM - FZ - OJ - RQ - TE - VK - PA - PAGR - FLB]
IC,4140,[ABL - LIH - ABV - AB - OG - SØ - AD - HB - FP - RD - LG - HA - HN - AR]
RØ,1591,[KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK - RT - KS - MØ - JY - SE - VÆ - KBØ - KB]
RØ,1253,[KH - GB - NEL - IG - RG - GZ - NÆ - MOG - VO - MN - NF]
RØ,2273,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - VY - BO - KY - RG - GZ - NÆ]
RØ,258,[SG - SO - FJ - RG - KY - RO - TRK - HH - HTÅ - GL - NEL - KLV - ØRE - TÅT - CPH]
RØ,4561,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
IC,484,[AR - KGV - VI - HC - SD - HÅ - HS - HED - VJ - BET - BK - FA - TL - KD]
RØ,2534,[HK - PE - TØ - HV - LJ - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
L,4051,[AR - BR - RD - FP - HB - AD - AB - ABV - LIH - ABL]
RV,2710,[FA - SNO - MD - KA - NA - EB - GD - AP - BD - SC - TP - HP - OD]
IC,2345,[ES - JNE - BM - GØ - HQ - BP - VN - LK - KD - TL - FA]
IC,4105,[AR - BR - HA - LG - RD - FP - HB - AD - SØ - SR - AB - ABV - LIH - ABL]
RV,4772,[FA - SNO - MD - KA - NA - EB - GD - AP - BD - TP - HP - OD]
L,70,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA - SNO - OD - MV - KH - BAN - CPH]
RØ,2200,[KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RØ,2491,[KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
IC,1407,[CPH - TÅT - ØRE - KLV - KH]
RØ,4585,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH]
RV,2964,[AR - KGV - VI - HC - SD - HÅ - HS - HED - VJ - BET - BK - FA]
L,731,[FA - BK - VJ - VJS - GES - JL - GG - GW - TY - BB - FT - HR - GP - IB - ID - UU - TS - HO - HM - STR]
RØ,2432,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH - KN - KK]
IC,838,[ES - JNE - BM - GØ - VN - LK - KD - TL - MD - KA - OD - MV - NG - SPR - KØ - FO - SG - SO - FJ - RG - ADA - KJN - JSF - NEL - GB - KH - KN - KK - HGL]
RØ,1560,[KB - KBØ - VÆ - SE - JY - MØ - KS - RT - HK - PE - RO - TRK - HTÅ - GL - KH - KN - KK]
IC,4116,[AB - OG - SØ - AD - HB - FP - RD - LG - HA - HN - AR]
RØ,4425,[KK - KN - KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
RV,2960,[AR - KGV - VI - HC - SD - HÅ - HS - HED - VJ - BET - BK - FA]
L,4031,[AR - BR - RD - FP - HB - AD - AB - ABV - LIH - ABL]
RØ,4808,[NF - TN - EK - NV - OH - VO - LU - MOG - NÆ]
