TrainCategory,TrainId,FromStation,DepartureFromStation,ToStation,ArrivalToStation,Demand,Distance_KM,Electrified,GGVId
IC,814,ES/86,392,OD/86,472,191,142.3,true,214_814
IC,814,OD/86,480,HGL/86,583,305,163.3,true,214_814
IC,815,OD/86,369,ES/86,456,88,142.3,true,-1
IC,818,ES/86,451,OD/86,532,112,142.3,true,-1
IC,818,OD/86,540,HGL/86,643,143,163.3,true,-1
IC,819,HGL/86,316,OD/86,420,109,163.3,true,-1
IC,819,OD/86,429,ES/86,506,145,142.3,true,-1
IC,822,ES/86,511,OD/86,592,74,142.3,true,-1
IC,822,OD/86,600,KK/86,697,158,161.2,true,-1
IC,823,KK/86,383,OD/86,480,186,161.2,true,-1
IC,823,OD/86,489,ES/86,566,137,142.3,true,-1
IC,826,ES/86,572,OD/86,652,54,142.3,true,-1
IC,826,OD/86,660,HGL/86,763,140,163.3,true,-1
IC,827,HGL/86,436,OD/86,540,259,163.3,true,227_827
IC,827,OD/86,549,ES/86,626,107,142.3,true,227_827
IC,830,ES/86,632,OD/86,712,98,142.3,true,-1
IC,830,OD/86,720,HGL/86,823,155,163.3,true,-1
IC,831,HGL/86,496,OD/86,600,155,163.3,true,-1
IC,831,OD/86,609,ES/86,686,84,142.3,true,-1
IC,834,ES/86,692,OD/86,772,102,142.3,true,-1
IC,834,OD/86,780,HGL/86,883,205,163.3,true,-1
IC,835,HGL/86,556,OD/86,660,114,163.3,true,-1
IC,835,OD/86,669,ES/86,746,74,142.3,true,-1
IC,838,ES/86,752,OD/86,832,106,142.3,true,238_838
IC,838,OD/86,840,HGL/86,943,175,163.3,true,238_838
IC,839,KK/86,623,OD/86,720,157,161.2,true,-1
IC,839,OD/86,729,ES/86,806,104,142.3,true,-1
IC,842,ES/86,812,OD/86,892,152,142.3,true,242_842
IC,842,OD/86,900,HGL/86,1003,242,163.3,true,242_842
IC,843,HGL/86,676,OD/86,780,157,163.3,true,-1
IC,843,OD/86,789,ES/86,866,116,142.3,true,-1
IC,846,ES/86,872,OD/86,952,177,142.3,true,246_846
IC,846,OD/86,960,HGL/86,1063,232,163.3,true,246_846
IC,847,HGL/86,736,OD/86,840,139,163.3,true,-1
IC,847,OD/86,849,ES/86,926,91,142.3,true,-1
IC,850,ES/86,932,OD/86,1012,174,142.3,true,250_850
IC,850,OD/86,1020,HGL/86,1123,165,163.3,true,250_850
IC,851,HGL/86,796,OD/86,900,189,163.3,true,251_851
IC,851,OD/86,909,ES/86,986,148,142.3,true,251_851
IC,854,ES/86,992,OD/86,1072,105,142.3,true,-1
IC,854,OD/86,1080,HGL/86,1183,119,163.3,true,-1
IC,855,HGL/86,856,OD/86,960,314,163.3,true,255_855
IC,855,OD/86,969,ES/86,1046,171,142.3,true,255_855
IC,858,ES/86,1052,OD/86,1132,70,142.3,true,-1
IC,858,OD/86,1140,HGL/86,1243,99,163.3,true,-1
IC,859,HGL/86,916,OD/86,1020,561,163.3,true,259_859
IC,859,OD/86,1029,ES/86,1106,205,142.3,true,259_859
IC,862,ES/86,1112,OD/86,1192,32,142.3,true,-1
IC,862,OD/86,1200,KK/86,1297,93,161.2,true,-1
IC,863,HGL/86,976,OD/86,1080,583,163.3,true,263_863
IC,863,OD/86,1089,ES/86,1166,155,142.3,true,263_863
IC,866,ES/86,1172,OD/86,1252,46,142.3,true,-1
IC,866,OD/86,1260,KK/86,1360,61,161.2,true,-1
IC,867,HGL/86,1036,OD/86,1140,372,163.3,true,-1
IC,867,OD/86,1149,ES/86,1226,114,142.3,true,-1
IC,871,HGL/86,1096,OD/86,1200,158,163.3,true,-1
IC,871,OD/86,1209,ES/86,1286,75,142.3,true,-1
IC,875_2383,HGL/86,1156,OD/86,1260,174,163.3,true,-1
IC,875_2383,OD/86,1269,ES/86,1346,80,142.3,true,-1
IC,875_2383,ES/86,1361,FA/86,1425,26,88.5,true,-1
IC,879,HGL/86,1216,OD/86,1320,191,163.3,true,-1
IC,883,HGL/86,1276,OD/86,1380,123,163.3,true,-1
M,9000,KH/86,300,HG/86,332,0,46.2,true,-1
M,9017,HGL/86,264,RO/86,299,0,36.5,true,-1
M,9024,KH/86,748,HG/86,801,0,46.2,true,-1
M,9043,HG/86,633,KK/86,684,0,43.1,true,-1
L,910,SDB/86,284,FA/86,377,67,136.5,true,10_910
L,911,FA/86,341,SDB/86,432,13,136.5,true,11_4011_911
M,9111,NÆ/86,281,VO/86,295,0,27.4,true,-1
M,9113,VO/86,314,NF/86,329,0,28.8,false,-1
M,9115,NÆ/86,341,VO/86,355,0,27.4,true,-1
M,9163,RO/86,1008,NÆ/86,1040,0,59.4,true,-1
M,9176,RO/86,60,KK/86,92,0,34.4,true,-1
M,9179,SG/86,1279,OD/86,1312,0,67.4,true,-1
L,918,SDB/86,404,FA/86,497,87,136.5,true,4018_18_918
L,919,FA/86,461,SDB/86,552,64,136.5,true,19_4019_919
L,926,SDB/86,524,FA/86,617,87,136.5,true,4026_26_926
L,927,FA/86,581,SDB/86,672,64,136.5,true,27_4027_927
M,9300,CPH/86,192,KH/86,205,0,11.8,true,-1
M,9301,KH/86,75,CPH/86,88,0,11.8,true,-1
M,9302,CPH/86,222,KH/86,235,0,11.8,true,-1
M,9303,KH/86,85,CPH/86,97,0,11.8,true,-1
M,9323,KH/86,382,CPH/86,396,0,11.8,true,-1
L,934,SDB/86,644,FA/86,737,73,136.5,true,4034_34_934
L,935,FA/86,701,SDB/86,792,63,136.5,true,35_4035_935
M,9360,CPH/86,1243,KH/86,1256,0,11.8,true,-1
M,9362,CPH/86,1239,KH/86,1252,0,11.8,true,-1
M,9387,KH/86,1321,CPH/86,1334,0,11.8,true,-1
M,940387,AA/80,285,HMB/80,294,0,6.9,true,-1
M,940397,HMB/80,1164,AA/80,1177,0,6.9,true,-1
L,942,SDB/86,764,FA/86,857,67,136.5,true,4042_42_942
L,943,FA/86,821,SDB/86,912,105,136.5,true,43_4043_943
L,950,SDB/86,884,FA/86,977,78,136.5,true,4050_50_950
L,951,FA/86,941,SDB/86,1032,111,136.5,true,51_4051_951
L,958,SDB/86,1004,FA/86,1097,55,136.5,true,4058_58_958
L,959,FA/86,1061,SDB/86,1152,109,136.5,true,59_4059_959
L,966,SDB/86,1124,FA/86,1217,32,136.5,true,4066_66_966
L,967,FA/86,1181,SDB/86,1272,65,136.5,true,67_4067_967
M,9676,KH/86,64,KK/86,70,0,3.1,true,-1
M,9700,KH/86,373,HGL/86,382,0,5.2,true,-1
M,9701,HGL/86,76,CPH/86,101,0,17.0,true,-1
M,9702,CPH/86,369,HGL/86,397,0,17.0,true,-1
M,9720,KK/86,692,HGL/86,696,0,2.1,true,-1
M,9730,KH/86,820,HGL/86,830,0,5.2,true,-1
RR,974_2776,SDB/86,1244,FA/86,1337,17,136.5,true,-1
RR,974_2776,FA/86,1347,OD/86,1401,15,60.3,true,-1
L,975,FA/86,1301,SDB/86,1392,43,136.5,true,75_975
M,9782,CPH/86,152,HGL/86,179,0,17.0,true,-1
M,9783,HGL/86,1267,KH/86,1277,0,5.2,true,-1
M,9784,CPH/86,170,HGL/86,192,0,17.0,true,-1
M,9785,HGL/86,1297,CPH/86,1326,0,17.0,true,-1
M,9795,HGL/86,9,KH/86,20,0,5.2,true,-1
M,9797,HGL/86,39,CPH/86,64,0,17.0,true,-1
RR,982,SDB/86,1364,FA/86,1457,2,136.5,true,-1
RR,983,FA/86,1436,SDB/86,1527,8,136.5,true,-1
