TripId,TrainCategory,TrainId,FromStation,ToStation,Departure,Arrival,Demand,Composition,UnitSpecificId
1825,RØ,3559,KK/86,KB/86,926,1020,343,2xMGA,MGA_4
1807,RØ,3506,KB/86,KK/86,359,451,241,2xMGA,MGA_5
1015,RØ,1557,KK/86,KB/86,893,985,198,1xMGA,MGA_5
1024,RØ,1564,KB/86,KK/86,1237,1326,56,1xMGA,MGA_5
1051,RØ,1587,KK/86,KB/86,1343,1453,171,1xMGA,MGA_5
22,L,15,OD/86,FA/86,366,394,92,1xMGA,MGA_6
23,L,15,FA/86,VJ/86,396,409,126,1xMGA,MGA_6
24,L,15,VJ/86,AR/86,411,455,182,1xMGA,MGA_6
1639,RV,2940,AR/86,FA/86,758,826,164,1xMGA,MGA_6
1576,RV,2760,FA/86,OD/86,1110,1164,16,1xMGA,MGA_6
467,IC,413,FA/86,AR/86,369,428,167,1xMGA,MGA_7
1978,IC,4113,AR/86,ABL/86,435,524,178,1xMGA,MGA_7
1903,L,4030,ABL/86,AR/86,526,613,119,1xMGA,MGA_7
1924,L,4043,AR/86,ABL/86,885,968,169,1xMGA,MGA_7
2047,IC,4160,ABL/86,AR/86,968,1063,113,1xMGA,MGA_7
157,L,70,AR/86,VJ/86,1220,1264,183,1xMGA,MGA_7
158,L,70,VJ/86,FA/86,1266,1281,173,1xMGA,MGA_7
159,L,70,FA/86,CPH/86,1287,1412,170,1xMGA,MGA_7
946,RØ,1508,KB/86,HGL/86,397,493,402,2xMGA,MGA_8
946,RØ,1508,KB/86,HGL/86,397,493,402,2xMGA,MGA_9
1720,RØ,3363,HGL/86,RO/86,965,1003,177,1xMGA,MGA_9
