TripId,TrainCategory,TrainId,FromStation,ToStation,Departure,Arrival,Demand,Distance,Composition
2116,RØ,4222,NÆ/86,HG/86,628,752,133,136.9,1xERF
2119,RØ,4223,HG/86,NÆ/86,328,452,106,136.9,1xERF
2122,RØ,4226,NÆ/86,HG/86,688,812,154,136.9,1xEB5DD
2125,RØ,4227,HG/86,NÆ/86,388,512,473,136.9,1xEB5DD
2128,RØ,4230,NÆ/86,HG/86,748,872,137,136.9,1xEB15Talgo
2131,RØ,4231,HG/86,NÆ/86,448,572,413,136.9,1xEB15Talgo
2134,RØ,4234,NÆ/86,HG/86,808,932,192,136.9,1xERF
2137,RØ,4235,HG/86,NÆ/86,508,632,296,136.9,2xERF
2140,RØ,4238,NÆ/86,HG/86,868,992,352,136.9,1xEB4DD
2143,RØ,4239,HG/86,NÆ/86,568,692,139,136.9,1xERF
2146,RØ,4242,NÆ/86,HG/86,928,1052,411,136.9,1xEB4DD
2149,RØ,4243,HG/86,NÆ/86,628,752,165,136.9,1xEB5DD
2152,RØ,4246,NÆ/86,HG/86,988,1112,208,136.9,1xERF
2155,RØ,4247,HG/86,NÆ/86,688,812,150,136.9,1xEB4DD
2158,RØ,4250,NÆ/86,HG/86,1048,1172,110,136.9,1xERF
2161,RØ,4251,HG/86,NÆ/86,748,872,181,136.9,1xERF
2164,RØ,4254,RO/86,HG/86,1147,1232,83,77.5,1xEB15Talgo
2167,RØ,4255,HG/86,NÆ/86,808,932,306,136.9,1xEB5DD
2170,RØ,4258,RO/86,HG/86,1207,1292,133,77.5,1xERF
2173,RØ,4259,HG/86,NÆ/86,868,992,435,136.9,1xEB5DD
2176,RØ,4262,RO/86,HG/86,1267,1352,92,77.5,1xEB5DD
2179,RØ,4263,HG/86,NÆ/86,928,1052,484,136.9,1xEB5DD
2182,RØ,4266,RO/86,HG/86,1327,1412,137,77.5,1xEB5DD
2185,RØ,4267,HG/86,NÆ/86,988,1112,349,136.9,1xEB5DD
2188,RØ,4270,KH/86,HG/86,1417,1472,137,46.2,3xERF
2191,RØ,4271,HG/86,RO/86,1048,1133,135,77.5,1xEB15Talgo
2194,RØ,4274,KH/86,HG/86,37,92,32,46.2,1xEB15Talgo
2197,RØ,4275,HG/86,RO/86,1108,1193,84,77.5,1xERF
2200,RØ,4279,HG/86,RO/86,1168,1253,163,77.5,1xEB5DD
2203,RØ,4283,HG/86,KH/86,1228,1283,78,46.2,1xERF
2206,RØ,4287,HG/86,KH/86,1288,1343,26,46.2,1xEB5DD
2209,RØ,4291,HG/86,KH/86,1348,1403,36,46.2,1xEB5DD
2212,RØ,4402,NÆ/86,KH/86,306,373,81,79.2,1xEB4DD
2215,RØ,4406,NÆ/86,KH/86,366,433,253,79.2,1xEB5DD
2218,RØ,4410,NÆ/86,KH/86,426,493,307,79.2,1xEB4DD
2221,RØ,4414,NÆ/86,KK/86,486,562,124,82.3,1xICU
2224,RØ,4418,NÆ/86,KK/86,546,622,85,82.3,1xEB4DD
2227,RØ,4421,KH/86,NÆ/86,347,412,28,79.2,1xICA
2230,RØ,4422,NÆ/86,KK/86,606,682,61,82.3,1xERF
2233,RØ,4425,KK/86,NÆ/86,398,472,74,82.3,1xMGA
2236,RØ,4426,NÆ/86,KK/86,666,742,54,82.3,1xEB4DD
2239,RØ,4429,KH/86,NÆ/86,467,532,66,79.2,1xERF
2242,RØ,4430,NÆ/86,KK/86,726,802,44,82.3,1xEB5DD
2245,RØ,4433,KH/86,NÆ/86,527,592,39,79.2,1xERF
2248,RØ,4434,NÆ/86,KH/86,786,853,58,79.2,1xEB5DD
2251,RØ,4437,KH/86,NÆ/86,587,652,32,79.2,1xERF
2254,RØ,4438,NÆ/86,KH/86,846,913,63,79.2,1xERF
2257,RØ,4441,KK/86,NÆ/86,638,712,35,82.3,1xERF
2260,RØ,4442,NÆ/86,KH/86,906,973,90,79.2,1xERF
2263,RØ,4445,KK/86,NÆ/86,698,772,46,82.3,1xERF
2266,RØ,4446,NÆ/86,KH/86,966,1033,79,79.2,1xERF
2269,RØ,4449,KK/86,NÆ/86,758,832,59,82.3,1xEB4DD
2272,RØ,4450,NÆ/86,KH/86,1026,1093,54,79.2,1xEB15Talgo
2275,RØ,4453,KK/86,NÆ/86,818,892,93,82.3,1xERF
2278,RØ,4454,NÆ/86,KK/86,1086,1162,34,82.3,1xERF
2281,RØ,4457,KK/86,NÆ/86,878,952,169,82.3,1xERF
2284,RØ,4461,KH/86,NÆ/86,947,1012,209,79.2,1xERF
2287,RØ,4465,KH/86,NÆ/86,1007,1072,237,79.2,"1xERF, 1xICA"
2290,RØ,4469,KH/86,NÆ/86,1067,1132,93,79.2,1xEB5DD
2293,RØ,4473,KH/86,NÆ/86,1127,1192,59,79.2,2xERF
2296,RØ,4500,KH/86,HG/86,382,437,26,46.2,1xEB5DD
2299,RØ,4504,HK/86,HG/86,383,497,314,113.3,2xERF
2302,RØ,4508,HK/86,HG/86,443,557,507,113.3,"1xERF, 2xICA"
2305,RØ,4512,HK/86,HG/86,503,617,259,113.3,1xEB5DD
2308,RØ,4516,HK/86,HG/86,563,677,144,113.3,1xEB4DD
2311,RØ,4520,HK/86,HG/86,623,737,126,113.3,1xERF
2314,RØ,4521,KK/86,HK/86,332,397,50,70.2,2xERF
2317,RØ,4524,HK/86,HG/86,683,797,135,113.3,1xEB5DD
2320,RØ,4525,HG/86,HK/86,343,457,108,113.3,1xEB5DD
2323,RØ,4528,HK/86,HG/86,743,857,147,113.3,1xEB5DD
2326,RØ,4529,HG/86,HK/86,403,517,324,113.3,1xEB4DD
2329,RØ,4532,HK/86,HG/86,803,917,169,113.3,1xERF
2332,RØ,4533,HG/86,HK/86,463,577,475,113.3,1xEB5DD
2335,RØ,4536,HK/86,HG/86,863,977,267,113.3,1xEB5DD
2338,RØ,4537,HG/86,HK/86,523,637,148,113.3,1xEB15Talgo
2341,RØ,4540,HK/86,HG/86,923,1037,316,113.3,1xEB15Talgo
2344,RØ,4541,HG/86,HK/86,583,697,119,113.3,1xERF
2347,RØ,4544,HK/86,HG/86,983,1097,194,113.3,1xEB5DD
2350,RØ,4545,HG/86,HK/86,643,757,137,113.3,1xERF
2353,RØ,4548,HK/86,HG/86,1043,1157,121,113.3,1xEB5DD
2356,RØ,4549,HG/86,HK/86,703,817,138,113.3,1xERF
2359,RØ,4552,HK/86,HG/86,1103,1217,100,113.3,1xEB4DD
2362,RØ,4553,HG/86,HK/86,763,877,182,113.3,1xERF
2365,RØ,4556,HK/86,HG/86,1163,1277,118,113.3,1xEB4DD
2368,RØ,4557,HG/86,HK/86,823,937,216,113.3,1xERF
2371,RØ,4560,HK/86,HG/86,1223,1337,95,113.3,1xEB5DD
2374,RØ,4561,HG/86,HK/86,883,997,340,113.3,"1xERF, 1xICA"
2377,RØ,4565,HG/86,HK/86,943,1057,352,113.3,1xEB4DD
2380,RØ,4569,HG/86,HK/86,1003,1117,287,113.3,1xEB4DD
2383,RØ,4573,HG/86,HK/86,1063,1177,156,113.3,1xERF
2386,RØ,4577,HG/86,HK/86,1123,1237,122,113.3,1xERF
2389,RØ,4581,HG/86,HK/86,1183,1297,184,113.3,1xERF
2392,RØ,4585,HG/86,KH/86,1243,1298,87,46.2,1xERF
2395,RØ,4589,HG/86,KH/86,1303,1358,65,46.2,1xICA
2398,RR,4708,FA/86,OD/86,334,376,57,60.3,1xERF
2401,RV,4713,OD/86,FA/86,340,386,17,60.3,1xERF
2404,RR,4714,FA/86,OD/86,422,468,70,60.3,1xEB15Talgo
2407,RV,4716,FA/86,OD/86,450,496,45,60.3,1xMGA
2410,RV,4719,OD/86,FA/86,432,477,29,60.3,1xMGA
2413,RV,4721,OD/86,FA/86,460,506,30,60.3,1xICA
2416,RV,4724,FA/86,OD/86,570,616,16,60.3,1xICA
2419,RV,4729,OD/86,FA/86,580,626,10,60.3,1xERF
2422,RV,4732,FA/86,OD/86,690,736,8,60.3,1xMGA
2425,RV,4737,OD/86,FA/86,704,750,15,60.3,1xERF
2428,RV,4740,FA/86,OD/86,810,856,37,60.3,1xICA
2431,RV,4745,OD/86,FA/86,820,866,28,60.3,1xICA
2434,RV,4748,FA/86,OD/86,930,976,31,60.3,1xICA
2437,RV,4753,OD/86,FA/86,943,989,72,60.3,1xERF
2440,RV,4756,FA/86,OD/86,1050,1096,31,60.3,1xERF
2443,RV,4761,OD/86,FA/86,1063,1109,24,60.3,1xERF
2446,RV,4764,FA/86,OD/86,1170,1216,14,60.3,1xERF
2449,RV,4769,OD/86,FA/86,1180,1226,40,60.3,1xERF
2452,RV,4772,FA/86,OD/86,1290,1336,9,60.3,3xERF
2455,RØ,4804,NF/86,NÆ/86,307,346,18,56.2,1xICA
2458,RØ,4808,NF/86,NÆ/86,366,405,16,56.2,1xICA
2461,RØ,4812,NF/86,NÆ/86,427,466,29,56.2,1xICA
2464,RØ,4816,NF/86,NÆ/86,487,526,25,56.2,1xICA
2467,RØ,4817,NÆ/86,NF/86,373,412,41,56.2,1xICA
2470,RØ,4820,NF/86,NÆ/86,547,586,19,56.2,1xICA
2473,RØ,4821,NÆ/86,NF/86,433,472,32,56.2,1xICA
2476,RØ,4824,NF/86,NÆ/86,607,646,15,56.2,1xICU
2479,RØ,4825,NÆ/86,NF/86,493,532,36,56.2,1xICA
2482,RØ,4828,NF/86,NÆ/86,667,706,14,56.2,1xICA
2485,RØ,4829,NÆ/86,NF/86,553,592,33,56.2,1xICA
2488,RØ,4832,NF/86,NÆ/86,727,766,23,56.2,1xICA
2491,RØ,4833,NÆ/86,NF/86,613,652,15,56.2,1xICA
2494,RØ,4836,NF/86,NÆ/86,787,826,29,56.2,1xICA
2497,RØ,4837,NÆ/86,NF/86,673,712,15,56.2,1xICA
2500,RØ,4840,NF/86,NÆ/86,847,886,42,56.2,1xICA
2503,RØ,4841,NÆ/86,NF/86,733,772,18,56.2,1xICA
2506,RØ,4844,NF/86,NÆ/86,907,946,53,56.2,1xICA
2509,RØ,4845,NÆ/86,NF/86,793,832,22,56.2,1xICA
2512,RØ,4848,NF/86,NÆ/86,967,1006,34,56.2,1xICA
2515,RØ,4849,NÆ/86,NF/86,853,892,38,56.2,1xICA
2518,RØ,4852,NF/86,NÆ/86,1027,1066,21,56.2,1xICA
2521,RØ,4853,NÆ/86,NF/86,913,952,53,56.2,1xICA
2524,RØ,4856,NF/86,NÆ/86,1087,1126,13,56.2,1xICA
2527,RØ,4857,NÆ/86,NF/86,973,1012,48,56.2,1xICA
2530,RØ,4860,NF/86,NÆ/86,1147,1186,9,56.2,1xICA
2533,RØ,4861,NÆ/86,NF/86,1033,1072,25,56.2,1xICA
2536,RØ,4865,NÆ/86,NF/86,1093,1132,20,56.2,4xICA
2539,RØ,4869,NÆ/86,NF/86,1153,1192,24,56.2,1xICA
2542,RØ,4873,NÆ/86,NF/86,1213,1252,29,56.2,1xICA
2545,RØ,4895,KH/86,NF/86,10,114,52,146.9,1xICU
2548,IC,5750,FLB/80,FA/86,365,450,31,121.6,1xERF
2551,IC,5751,FA/86,FLB/80,270,353,9,121.6,1xERF
2554,IC,5752,FLB/80,FA/86,485,570,30,121.6,1xICA
2557,IC,5753,FA/86,FLB/80,390,473,17,121.6,1xICA
2560,IC,5754,FLB/80,FA/86,605,690,16,121.6,1xERF
2563,IC,5755,FA/86,FLB/80,510,593,65,121.6,1xERF
2566,IC,5756,FLB/80,FA/86,723,810,38,121.6,1xERF
2569,IC,5757,FA/86,FLB/80,630,713,17,121.6,1xERF
2572,IC,5758,FLB/80,FA/86,845,930,37,121.6,1xERF
2575,IC,5759,FA/86,FLB/80,750,833,30,121.6,1xERF
2578,IC,5760,FLB/80,FA/86,965,1050,21,121.6,1xERF
2581,IC,5761,FA/86,FLB/80,870,953,49,121.6,1xERF
2584,IC,5762,FLB/80,FA/86,1085,1170,15,121.6,1xERF
2587,IC,5763,FA/86,FLB/80,990,1073,74,121.6,1xERF
2590,IC,5764,FLB/80,FA/86,1205,1290,34,121.6,1xERF
2593,IC,5765,FA/86,FLB/80,1110,1193,38,121.6,1xERF
2596,IC,5766,FLB/80,FA/86,1325,1410,5,121.6,1xERF
2599,IC,5767,FA/86,FLB/80,1230,1313,46,121.6,1xERF
2764,IC,80108,FA/86,HGL/86,356,505,445,225.8,1xEB15Talgo
2767,IC,80169,HGL/86,FA/86,1055,1202,194,225.8,1xEB4DD
