TripId,TrainCategory,TrainId,FromStation,ToStation,Departure,Arrival,Demand,Distance,UnitSpecificId
2512,RØ,4848,NF/86,NÆ/86,967,1006,34,56.2,ICA_59
2536,RØ,4865,NÆ/86,NF/86,1093,1132,20,56.2,ICA_59
2692,M,9676,KH/86,KK/86,64,70,0,3.1,ICA_6
217,IC,125,KK/86,FA/86,401,542,305,223.7,ICA_6
218,IC,125,FA/86,AR/86,549,608,115,108.5,ICA_6
1627,RV,2932,AR/86,FA/86,638,706,99,108.5,ICA_6
494,IC,437,FA/86,AR/86,729,788,135,108.5,ICA_6
87,L,42,AR/86,VJ/86,800,844,267,82.8,ICA_6
88,L,42,VJ/86,FA/86,846,861,298,25.7,ICA_6
89,L,42,FA/86,CPH/86,867,992,419,230.2,ICA_6
162,L,71,CPH/86,FA/86,1106,1234,232,230.2,ICA_6
163,L,71,FA/86,VJ/86,1238,1251,208,25.7,ICA_6
164,L,71,VJ/86,AR/86,1253,1298,205,82.8,ICA_6
799,RØ,1208,NF/86,KH/86,398,475,395,144.7,ICA_60
991,RØ,1541,KH/86,KB/86,662,745,44,110.6,ICA_60
1816,RØ,3542,KB/86,KK/86,907,994,212,113.7,ICA_60
291,IC,173,KK/86,FA/86,1121,1262,130,223.7,ICA_60
2629,M,7085,FA/86,AR/86,1315,1395,0,108.5,ICA_60
1834,RØ,3810,NF/86,NÆ/86,403,442,47,56.2,ICA_61
2479,RØ,4825,NÆ/86,NF/86,493,532,36,56.2,ICA_61
2470,RØ,4820,NF/86,NÆ/86,547,586,19,56.2,ICA_61
2497,RØ,4837,NÆ/86,NF/86,673,712,15,56.2,ICA_61
826,RØ,1232,NF/86,KH/86,758,835,99,144.7,ICA_61
871,RØ,1261,KH/86,NF/86,968,1043,417,144.7,ICA_61
868,RØ,1260,NF/86,KH/86,1178,1255,69,144.7,ICA_61
898,RØ,1281,KH/86,NF/86,1267,1351,99,144.7,ICA_61
726,L,918,SDB/86,FA/86,404,497,87,136.5,ICA_62
1546,RV,2720,FA/86,OD/86,510,564,27,60.3,ICA_62
2425,RV,4737,OD/86,FA/86,704,750,15,60.3,ICA_62
1642,RV,2941,FA/86,AR/86,794,863,43,108.5,ICA_62
1651,RV,2948,AR/86,FA/86,878,946,230,108.5,ICA_62
1660,RV,2953,FA/86,AR/86,974,1043,102,108.5,ICA_62
1669,RV,2960,AR/86,FA/86,1058,1126,94,108.5,ICA_62
1273,IC,2360,FA/86,ES/86,1131,1194,44,88.5,ICA_62
470,IC,416,AR/86,FA/86,410,469,239,108.5,ICA_63
1207,IC,2316,FA/86,ES/86,471,534,132,88.5,ICA_63
1228,IC,2329,ES/86,FA/86,543,607,30,88.5,ICA_63
1552,RV,2728,FA/86,OD/86,635,694,11,60.3,ICA_63
2431,RV,4745,OD/86,FA/86,820,866,28,60.3,ICA_63
1249,IC,2344,FA/86,ES/86,891,954,124,88.5,ICA_63
1282,IC,2365,ES/86,FA/86,1083,1147,46,88.5,ICA_63
1279,IC,2364,FA/86,ES/86,1191,1254,73,88.5,ICA_63
1216,IC,2321,ES/86,FA/86,422,487,67,88.5,ICA_64
1612,RV,2921,FA/86,AR/86,494,563,33,108.5,ICA_64
1621,RV,2928,AR/86,FA/86,578,646,101,108.5,ICA_64
491,IC,433,FA/86,AR/86,669,728,119,108.5,ICA_64
77,L,38,AR/86,VJ/86,740,784,221,82.8,ICA_64
78,L,38,VJ/86,FA/86,786,801,229,25.7,ICA_64
79,L,38,FA/86,CPH/86,807,932,388,230.2,ICA_64
152,L,67,CPH/86,FA/86,1047,1174,380,230.2,ICA_64
153,L,67,FA/86,VJ/86,1178,1191,270,25.7,ICA_64
154,L,67,VJ/86,AR/86,1193,1238,233,82.8,ICA_64
294,IC,176,AR/86,FA/86,1310,1371,82,108.5,ICA_64
295,IC,176,FA/86,KH/86,1376,1510,68,220.6,ICA_64
560,L,722,STR/86,FA/86,424,554,75,155.4,ICA_65
1219,IC,2324,FA/86,ES/86,591,654,100,88.5,ICA_65
1258,IC,2349,ES/86,FA/86,843,907,88,88.5,ICA_65
512,IC,453,FA/86,AR/86,969,1028,231,108.5,ICA_65
127,L,58,AR/86,VJ/86,1040,1084,251,82.8,ICA_65
128,L,58,VJ/86,FA/86,1086,1101,280,25.7,ICA_65
129,L,58,FA/86,CPH/86,1107,1232,309,230.2,ICA_65
332,IC,208,OD/86,CPH/86,429,534,238,166.9,ICA_66
82,L,39,CPH/86,FA/86,626,754,322,230.2,ICA_66
83,L,39,FA/86,VJ/86,758,771,295,25.7,ICA_66
84,L,39,VJ/86,AR/86,773,818,263,82.8,ICA_66
500,IC,444,AR/86,FA/86,830,889,230,108.5,ICA_66
509,IC,449,FA/86,AR/86,909,968,286,108.5,ICA_66
117,L,54,AR/86,VJ/86,980,1024,340,82.8,ICA_66
118,L,54,VJ/86,FA/86,1026,1041,385,25.7,ICA_66
119,L,54,FA/86,CPH/86,1047,1172,393,230.2,ICA_66
1606,RV,2917,FA/86,AR/86,432,500,104,108.5,ICA_67
37,L,22,AR/86,VJ/86,500,544,280,82.8,ICA_67
38,L,22,VJ/86,FA/86,546,561,268,25.7,ICA_67
39,L,22,FA/86,CPH/86,567,692,337,230.2,ICA_67
122,L,55,CPH/86,FA/86,866,994,441,230.2,ICA_67
123,L,55,FA/86,VJ/86,998,1011,379,25.7,ICA_67
124,L,55,VJ/86,AR/86,1013,1058,330,82.8,ICA_67
1942,L,4055,AR/86,AB/86,1065,1133,111,139.8,ICA_67
1966,L,4074,AB/86,AR/86,1203,1273,28,139.8,ICA_67
27,L,18,AR/86,VJ/86,440,484,485,82.8,ICA_68
28,L,18,VJ/86,FA/86,486,501,467,25.7,ICA_68
29,L,18,FA/86,CPH/86,507,632,492,230.2,ICA_68
102,L,47,CPH/86,FA/86,746,874,365,230.2,ICA_68
103,L,47,FA/86,VJ/86,878,891,383,25.7,ICA_68
104,L,47,VJ/86,AR/86,893,938,305,82.8,ICA_68
1930,L,4047,AR/86,ABL/86,945,1028,249,145.3,ICA_68
2059,IC,4168,ABL/86,AR/86,1088,1183,26,145.3,ICA_68
167,L,74,AR/86,VJ/86,1280,1324,38,82.8,ICA_68
168,L,74,VJ/86,FA/86,1326,1341,15,25.7,ICA_68
27,L,18,AR/86,VJ/86,440,484,485,82.8,ICA_69
28,L,18,VJ/86,FA/86,486,501,467,25.7,ICA_69
29,L,18,FA/86,CPH/86,507,632,492,230.2,ICA_69
102,L,47,CPH/86,FA/86,746,874,365,230.2,ICA_69
103,L,47,FA/86,VJ/86,878,891,383,25.7,ICA_69
104,L,47,VJ/86,AR/86,893,938,305,82.8,ICA_69
1930,L,4047,AR/86,ABL/86,945,1028,249,145.3,ICA_69
1957,L,4066,ABL/86,AR/86,1066,1153,56,145.3,ICA_69
1954,L,4063,AR/86,AB/86,1185,1253,78,139.8,ICA_69
2062,RV,4169,AB/86,ABL/86,1354,1364,1,5.5,ICA_69
2692,M,9676,KH/86,KK/86,64,70,0,3.1,ICA_7
217,IC,125,KK/86,FA/86,401,542,305,223.7,ICA_7
218,IC,125,FA/86,AR/86,549,608,115,108.5,ICA_7
57,L,30,AR/86,VJ/86,620,664,253,82.8,ICA_7
58,L,30,VJ/86,FA/86,666,681,278,25.7,ICA_7
59,L,30,FA/86,CPH/86,687,812,333,230.2,ICA_7
404,IC,263,CPH/86,OD/86,965,1070,248,166.9,ICA_7
52,L,27,CPH/86,FA/86,446,574,482,230.2,ICA_70
53,L,27,FA/86,VJ/86,578,591,231,25.7,ICA_70
575,L,747,VJ/86,STR/86,899,1008,76,129.7,ICA_70
578,L,762,STR/86,FA/86,1024,1154,52,155.4,ICA_70
533,IC,469,FA/86,AR/86,1209,1268,94,108.5,ICA_70
2080,IC,4179,AR/86,AB/86,1425,1499,11,139.8,ICA_70
52,L,27,CPH/86,FA/86,446,574,482,230.2,ICA_71
53,L,27,FA/86,VJ/86,578,591,231,25.7,ICA_71
54,L,27,VJ/86,AR/86,593,638,195,82.8,ICA_71
67,L,34,AR/86,VJ/86,680,724,226,82.8,ICA_71
68,L,34,VJ/86,FA/86,726,741,248,25.7,ICA_71
69,L,34,FA/86,CPH/86,747,872,348,230.2,ICA_71
142,L,63,CPH/86,FA/86,986,1114,589,230.2,ICA_71
143,L,63,FA/86,VJ/86,1118,1131,364,25.7,ICA_71
144,L,63,VJ/86,AR/86,1133,1178,337,82.8,ICA_71
539,IC,474,AR/86,FA/86,1250,1309,95,108.5,ICA_71
52,L,27,CPH/86,FA/86,446,574,482,230.2,ICA_72
53,L,27,FA/86,VJ/86,578,591,231,25.7,ICA_72
54,L,27,VJ/86,AR/86,593,638,195,82.8,ICA_72
488,IC,432,AR/86,FA/86,650,709,96,108.5,ICA_72
1636,RV,2937,FA/86,AR/86,734,803,35,108.5,ICA_72
1645,RV,2944,AR/86,FA/86,818,886,110,108.5,ICA_72
509,IC,449,FA/86,AR/86,909,968,286,108.5,ICA_72
2032,IC,4149,AR/86,ABL/86,975,1064,302,145.3,ICA_72
2068,IC,4172,ABL/86,AR/86,1148,1243,31,145.3,ICA_72
2071,IC,4175,AR/86,AB/86,1365,1439,25,139.8,ICA_72
802,RØ,1212,NF/86,KH/86,458,535,258,144.7,ICA_73
865,RØ,1257,KH/86,NF/86,908,983,320,144.7,ICA_73
850,RØ,1248,NF/86,KH/86,998,1075,104,144.7,ICA_73
883,RØ,1269,KH/86,NF/86,1088,1163,138,144.7,ICA_73
838,RØ,1240,NF/86,KH/86,878,955,157,144.7,ICA_74
877,RØ,1265,KH/86,NF/86,1028,1103,240,144.7,ICA_74
910,IC,1407,CPH/86,KH/86,132,145,15,11.8,ICA_8
191,IC,107,KH/86,FA/86,155,295,53,220.6,ICA_8
188,IC,104,FA/86,KK/86,296,439,319,223.7,ICA_8
979,RØ,1533,KK/86,KB/86,533,625,95,113.7,ICA_8
988,RØ,1540,KB/86,KK/86,877,967,282,113.7,ICA_8
1027,RØ,1565,KK/86,KB/86,1013,1105,212,113.7,ICA_8
1018,RØ,1560,KB/86,KK/86,1177,1266,100,113.7,ICA_8
2617,M,6370,KK/86,KH/86,1311,1317,0,3.1,ICA_8
316,IC,191,KH/86,FA/86,1370,1502,340,220.6,ICA_8
317,IC,191,FA/86,AR/86,1508,1578,170,108.5,ICA_8
910,IC,1407,CPH/86,KH/86,132,145,15,11.8,ICA_9
1723,RØ,3400,KH/86,HG/86,346,396,24,46.2,ICA_9
1744,RØ,3431,HG/86,KH/86,444,494,302,46.2,ICA_9
853,RØ,1249,KH/86,NF/86,788,863,99,144.7,ICA_9
838,RØ,1240,NF/86,KH/86,878,955,157,144.7,ICA_9
877,RØ,1265,KH/86,NF/86,1028,1103,240,144.7,ICA_9
548,IC,485,FA/86,AR/86,9,80,7,108.5,ICU_1
1969,IC,4101,AR/86,ABL/86,255,344,69,145.3,ICU_1
1993,IC,4124,ABL/86,AR/86,428,523,233,145.3,ICU_1
479,IC,424,AR/86,FA/86,530,589,151,108.5,ICU_1
1237,RV,2336,FA/86,ES/86,771,834,43,88.5,ICU_1
1270,RV,2357,ES/86,FA/86,964,1029,146,88.5,ICU_1
1690,RV,2973,FA/86,AR/86,1274,1343,14,108.5,ICU_1
545,IC,484,AR/86,KD/86,1430,1513,27,128.4,ICU_1
2545,RØ,4895,KH/86,NF/86,10,114,52,146.9,ICU_2
808,RØ,1220,NF/86,KH/86,578,655,100,144.7,ICU_2
847,RØ,1245,KH/86,NF/86,728,803,76,144.7,ICU_2
892,RØ,1276,NF/86,KH/86,1406,1494,10,144.7,ICU_2
184,IC,101,KH/86,FA/86,35,177,115,220.6,ICU_3
185,IC,101,FA/86,AR/86,183,248,69,108.5,ICU_3
1873,L,4007,AR/86,ABL/86,345,428,48,145.3,ICU_3
1993,IC,4124,ABL/86,AR/86,428,523,233,145.3,ICU_3
1858,RV,3950,AR/86,FA/86,909,977,118,108.5,ICU_3
536,IC,471,FA/86,AR/86,1269,1328,49,108.5,ICU_3
305,IC,182,AR/86,FA/86,1370,1431,53,108.5,ICU_3
306,IC,182,FA/86,KH/86,1436,1585,84,220.6,ICU_3
2632,M,7087,KD/86,FA/86,83,102,0,19.9,ICU_4
1594,RV,2909,FA/86,AR/86,314,383,41,108.5,ICU_4
1603,RV,2916,AR/86,FA/86,398,466,117,108.5,ICU_4
566,L,731,FA/86,STR/86,643,768,72,155.4,ICU_4
572,L,746,STR/86,FA/86,784,914,124,155.4,ICU_4
527,IC,465,FA/86,AR/86,1149,1208,106,108.5,ICU_4
1699,RV,2980,AR/86,FA/86,1358,1426,54,108.5,ICU_4
1201,IC,2312,FA/86,ES/86,411,474,81,88.5,ICU_5
1240,IC,2337,ES/86,FA/86,663,727,69,88.5,ICU_5
2434,RV,4748,FA/86,OD/86,930,976,31,60.3,ICU_5
1573,RV,2759,OD/86,FA/86,1005,1068,45,60.3,ICU_5
2722,M,9795,HGL/86,KH/86,9,20,0,5.2,MGA_1
2695,M,9700,KH/86,HGL/86,373,382,0,5.2,MGA_1
1720,RØ,3363,HGL/86,RO/86,965,1003,177,36.5,MGA_1
1813,RØ,3523,KK/86,KB/86,386,474,108,113.7,MGA_10
952,RØ,1516,KB/86,KK/86,517,607,183,113.7,MGA_10
1048,RØ,1583,KK/86,KB/86,1274,1393,176,113.7,MGA_10
946,RØ,1508,KB/86,HGL/86,397,493,402,115.8,MGA_11
946,RØ,1508,KB/86,HGL/86,397,493,402,115.8,MGA_12
1843,RV,3915,FA/86,AR/86,401,469,85,108.5,MGA_13
2020,IC,4141,AR/86,ABL/86,855,944,150,145.3,MGA_13
1945,L,4058,ABL/86,AR/86,946,1033,160,145.3,MGA_13
2038,IC,4153,AR/86,ABL/86,1035,1124,161,145.3,MGA_13
1963,L,4070,ABL/86,AR/86,1126,1213,37,145.3,MGA_13
1810,RØ,3510,KB/86,KK/86,419,511,370,113.7,MGA_14
1828,RØ,3563,KK/86,KB/86,986,1080,361,113.7,MGA_14
1810,RØ,3510,KB/86,KK/86,419,511,370,113.7,MGA_15
1045,RØ,1581,KK/86,KB/86,1253,1346,123,113.7,MGA_15
1846,RV,3918,AR/86,FA/86,424,492,153,108.5,MGA_16
1648,RV,2945,FA/86,AR/86,854,923,51,108.5,MGA_16
1657,RV,2952,AR/86,FA/86,938,1006,157,108.5,MGA_16
1708,RØ,3306,RO/86,KK/86,437,469,193,34.4,MGA_17
1828,RØ,3563,KK/86,KB/86,986,1080,361,113.7,MGA_17
982,RØ,1536,KB/86,KK/86,817,907,181,113.7,MGA_18
1051,RØ,1587,KK/86,KB/86,1343,1453,171,113.7,MGA_18
1654,RV,2949,FA/86,AR/86,914,983,100,108.5,MGA_19
1663,RV,2956,AR/86,FA/86,998,1066,193,108.5,MGA_19
419,RØ,274,RO/86,CPH/86,20,54,13,37.9,MGA_2
2686,M,9362,CPH/86,KH/86,1239,1252,0,11.8,MGA_2
1054,RØ,1591,KH/86,KB/86,1410,1510,102,110.6,MGA_2
434,RØ,291,CPH/86,RO/86,1385,1419,35,37.9,MGA_20
2728,M,12191,HGL/86,KH/86,296,308,0,5.2,MGA_3
817,RØ,1225,KH/86,NF/86,428,503,165,144.7,MGA_3
805,RØ,1216,NF/86,KH/86,518,595,183,144.7,MGA_3
859,RØ,1253,KH/86,NF/86,848,923,161,144.7,MGA_3
844,RØ,1244,NF/86,KH/86,938,1015,179,144.7,MGA_3
301,IC,181,KH/86,FA/86,1250,1382,166,220.6,MGA_3
302,IC,181,FA/86,AR/86,1388,1458,31,108.5,MGA_3
943,RØ,1504,KB/86,KK/86,337,427,182,113.7,MGA_4
1015,RØ,1557,KK/86,KB/86,893,985,198,113.7,MGA_4
1024,RØ,1564,KB/86,KK/86,1237,1326,56,113.7,MGA_4
464,IC,412,AR/86,FA/86,350,409,162,108.5,MGA_5
2407,RV,4716,FA/86,OD/86,450,496,45,60.3,MGA_5
1807,RØ,3506,KB/86,KK/86,359,451,241,113.7,MGA_6
1825,RØ,3559,KK/86,KB/86,926,1020,343,113.7,MGA_6
1807,RØ,3506,KB/86,KK/86,359,451,241,113.7,MGA_7
1825,RØ,3559,KK/86,KB/86,926,1020,343,113.7,MGA_7
22,L,15,OD/86,FA/86,366,394,92,60.3,MGA_8
23,L,15,FA/86,VJ/86,396,409,126,25.7,MGA_8
24,L,15,VJ/86,AR/86,411,455,182,82.8,MGA_8
1639,RV,2940,AR/86,FA/86,758,826,164,108.5,MGA_8
1855,RV,3947,FA/86,AR/86,881,949,165,108.5,MGA_8
1864,RV,3954,AR/86,FA/86,969,1037,161,108.5,MGA_8
467,IC,413,FA/86,AR/86,369,428,167,108.5,MGA_9
1978,IC,4113,AR/86,ABL/86,435,524,178,145.3,MGA_9
1903,L,4030,ABL/86,AR/86,526,613,119,145.3,MGA_9
1924,L,4043,AR/86,ABL/86,885,968,169,145.3,MGA_9
2047,IC,4160,ABL/86,AR/86,968,1063,113,145.3,MGA_9
157,L,70,AR/86,VJ/86,1220,1264,183,82.8,MGA_9
158,L,70,VJ/86,FA/86,1266,1281,173,25.7,MGA_9
159,L,70,FA/86,CPH/86,1287,1412,170,230.2,MGA_9
