TripId,TrainCategory,TrainId,FromStation,ToStation,Departure,Arrival,Demand,Composition
2590,IC,5764,FLB/80,FA/86,1205,1290,34,1xERF
2593,IC,5765,FA/86,FLB/80,1110,1193,38,1xERF
2596,IC,5766,FLB/80,FA/86,1325,1410,5,1xERF
2599,IC,5767,FA/86,FLB/80,1230,1313,46,1xERF
2602,M,6314,CPH/86,KH/86,695,709,0,"1xERF, 2xICA"
2605,M,6320,CPH/86,HGL/86,768,799,0,2xERF
2608,M,6322,KK/86,HGL/86,670,672,0,1xEB4DD
2611,M,6343,KH/86,CPH/86,730,744,0,1xICA
2614,M,6348,KH/86,HGL/86,580,590,0,1xICU
2617,M,6370,KK/86,KH/86,1311,1317,0,4xICA
2620,M,6431,HGL/86,CPH/86,669,695,0,1xEB15Talgo
2623,M,6432,KH/86,CPH/86,815,828,0,1xICA
2626,M,6459,HGL/86,KK/86,754,757,0,"2xERF, 3xICA"
2629,M,7085,FA/86,AR/86,1315,1395,0,1xICA
2632,M,7087,KD/86,FA/86,83,102,0,1xICU
2635,M,7098,AR/86,FA/86,145,225,0,1xICA
2638,M,9000,KH/86,HG/86,300,332,0,1xEB4DD
2641,M,9017,HGL/86,RO/86,264,299,0,1xERF
2644,M,9024,KH/86,HG/86,748,801,0,1xERF
2647,M,9043,HG/86,KK/86,633,684,0,1xEB4DD
2650,M,9111,NÆ/86,VO/86,281,295,0,1xEB4DD
2653,M,9113,VO/86,NF/86,314,329,0,1xICA
2656,M,9115,NÆ/86,VO/86,341,355,0,1xEB5DD
2659,M,9163,RO/86,NÆ/86,1008,1040,0,1xICU
2662,M,9176,RO/86,KK/86,60,92,0,2xICA
2665,M,9179,SG/86,OD/86,1279,1312,0,1xERF
2668,M,9300,CPH/86,KH/86,192,205,0,"1xERF, 2xICA"
2671,M,9301,KH/86,CPH/86,75,88,0,1xEB4DD
2674,M,9302,CPH/86,KH/86,222,235,0,1xEB4DD
2677,M,9303,KH/86,CPH/86,85,97,0,1xEB5DD
2680,M,9323,KH/86,CPH/86,382,396,0,1xERF
2683,M,9360,CPH/86,KH/86,1243,1256,0,1xERF
2686,M,9362,CPH/86,KH/86,1239,1252,0,1xMGA
2689,M,9387,KH/86,CPH/86,1321,1334,0,"2xERF, 3xICA"
2692,M,9676,KH/86,KK/86,64,70,0,1xEB5DD
2695,M,9700,KH/86,HGL/86,373,382,0,1xICA
2698,M,9701,HGL/86,CPH/86,76,101,0,1xERF
2701,M,9702,CPH/86,HGL/86,369,397,0,1xEB5DD
2704,M,9720,KK/86,HGL/86,692,696,0,1xICA
2707,M,9730,KH/86,HGL/86,820,830,0,1xICA
2710,M,9782,CPH/86,HGL/86,152,179,0,"1xICA, 3xERF"
2713,M,9783,HGL/86,KH/86,1267,1277,0,1xICA
2716,M,9784,CPH/86,HGL/86,170,192,0,1xEB5DD
2719,M,9785,HGL/86,CPH/86,1297,1326,0,1xEB15Talgo
2722,M,9795,HGL/86,KH/86,9,20,0,1xMGA
2725,M,9797,HGL/86,CPH/86,39,64,0,1xERF
2728,M,12191,HGL/86,KH/86,296,308,0,1xMGA
2731,M,12196,KH/86,HGL/86,1003,1015,0,1xMGA
2734,M,12198,KH/86,HGL/86,703,715,0,1xEB4DD
2737,M,12199,HGL/86,KH/86,1085,1097,0,1xEB4DD
2740,M,12392,KH/86,HGL/86,1421,1431,0,1xERF
2743,M,12393,HGL/86,KH/86,471,485,0,2xERF
2746,M,12394,KH/86,HGL/86,1183,1193,0,1xERF
2749,M,12395,HGL/86,KH/86,725,737,0,1xEB4DD
2752,M,12396,KH/86,HGL/86,943,953,0,1xICA
2755,M,12397,HGL/86,KH/86,844,857,0,2xERF
2758,M,12398,KH/86,HGL/86,823,835,0,1xEB15Talgo
2761,M,12399,HGL/86,KH/86,949,962,0,1xERF
2764,IC,80108,FA/86,HGL/86,356,505,445,2xERF
2767,IC,80169,HGL/86,FA/86,1055,1202,194,1xEB4DD
2770,M,940387,AA/80,HMB/80,285,294,0,1xEB4DD
2773,M,940397,HMB/80,AA/80,1164,1177,0,1xEB4DD
