TrainId,FromStation,ConnectionStation,ToStation,ArrivalAtConnection,DepartureFromConnection
63,CPH/86,FA/86,VJ/86,1114,1118
63,FA/86,VJ/86,AR/86,1131,1133
63,VJ/86,AR/86,End,1178,1178
66,Start,AR/86,VJ/86,1160,1160
66,AR/86,VJ/86,FA/86,1204,1206
66,VJ/86,FA/86,CPH/86,1221,1227
66,FA/86,CPH/86,End,1352,1352
67,Start,CPH/86,FA/86,1047,1047
67,CPH/86,FA/86,VJ/86,1174,1178
67,FA/86,VJ/86,AR/86,1191,1193
67,VJ/86,AR/86,End,1238,1238
70,Start,AR/86,VJ/86,1220,1220
70,AR/86,VJ/86,FA/86,1264,1266
70,VJ/86,FA/86,CPH/86,1281,1287
70,FA/86,CPH/86,End,1412,1412
71,Start,CPH/86,FA/86,1106,1106
71,CPH/86,FA/86,VJ/86,1234,1238
71,FA/86,VJ/86,AR/86,1251,1253
71,VJ/86,AR/86,End,1298,1298
74,Start,AR/86,VJ/86,1280,1280
74,AR/86,VJ/86,FA/86,1324,1326
74,VJ/86,FA/86,End,1341,1341
75,Start,CPH/86,FA/86,1166,1166
75,CPH/86,FA/86,VJ/86,1294,1298
75,FA/86,VJ/86,AR/86,1311,1313
75,VJ/86,AR/86,End,1358,1358
79,Start,CPH/86,FA/86,1226,1226
79,CPH/86,FA/86,VJ/86,1354,1358
79,FA/86,VJ/86,AR/86,1371,1373
79,VJ/86,AR/86,End,1418,1418
100,Start,OD/86,KK/86,249,249
100,OD/86,KK/86,End,361,361
101,Start,KH/86,FA/86,35,35
101,KH/86,FA/86,AR/86,177,183
101,FA/86,AR/86,End,248,248
104,Start,FA/86,KK/86,296,296
104,FA/86,KK/86,End,439,439
107,Start,KH/86,FA/86,155,155
107,KH/86,FA/86,AR/86,295,305
107,FA/86,AR/86,End,365,365
112,Start,FA/86,HGL/86,416,416
112,FA/86,HGL/86,End,565,565
113,Start,KH/86,FA/86,230,230
113,KH/86,FA/86,End,362,362
116,Start,FA/86,HGL/86,476,476
116,FA/86,HGL/86,End,625,625
117,Start,KH/86,FA/86,290,290
117,KH/86,FA/86,End,422,422
120,Start,AR/86,FA/86,470,470
120,AR/86,FA/86,KK/86,531,536
120,FA/86,KK/86,End,679,679
121,Start,KH/86,FA/86,350,350
121,KH/86,FA/86,End,482,482
124,Start,FA/86,KH/86,596,596
124,FA/86,KH/86,End,730,730
125,Start,KK/86,FA/86,401,401
125,KK/86,FA/86,AR/86,542,549
125,FA/86,AR/86,End,608,608
128,Start,FA/86,KK/86,656,656
128,FA/86,KK/86,End,799,799
129,Start,KK/86,FA/86,461,461
129,KK/86,FA/86,End,602,602
132,Start,FA/86,HGL/86,716,716
132,FA/86,HGL/86,End,869,869
133,Start,HGL/86,FA/86,515,515
133,HGL/86,FA/86,End,662,662
136,Start,AR/86,FA/86,710,710
136,AR/86,FA/86,HGL/86,771,776
136,FA/86,HGL/86,End,929,929
137,Start,KH/86,FA/86,590,590
137,KH/86,FA/86,End,722,722
140,Start,FA/86,KK/86,836,836
140,FA/86,KK/86,End,979,979
141,Start,KH/86,FA/86,650,650
141,KH/86,FA/86,AR/86,782,789
141,FA/86,AR/86,End,848,848
144,Start,FA/86,HGL/86,896,896
144,FA/86,HGL/86,End,1049,1049
145,Start,KK/86,FA/86,701,701
145,KK/86,FA/86,End,842,842
148,Start,FA/86,KK/86,956,956
148,FA/86,KK/86,End,1099,1099
149,Start,KK/86,FA/86,761,761
149,KK/86,FA/86,End,902,902
152,Start,AR/86,FA/86,950,950
152,AR/86,FA/86,KH/86,1011,1016
152,FA/86,KH/86,End,1150,1150
153,Start,KK/86,FA/86,821,821
153,KK/86,FA/86,End,962,962
156,Start,FA/86,KK/86,1076,1076
156,FA/86,KK/86,End,1219,1219
157,Start,HGL/86,FA/86,874,874
157,HGL/86,FA/86,AR/86,1022,1029
157,FA/86,AR/86,End,1088,1088
160,Start,FA/86,KH/86,1136,1136
160,FA/86,KH/86,End,1270,1270
161,Start,HGL/86,FA/86,934,934
161,HGL/86,FA/86,End,1082,1082
164,Start,FA/86,KH/86,1196,1196
164,FA/86,KH/86,End,1330,1330
165,Start,KK/86,FA/86,1001,1001
165,KK/86,FA/86,End,1142,1142
168,Start,FA/86,KH/86,1256,1256
168,FA/86,KH/86,End,1390,1390
172,Start,FA/86,KH/86,1316,1316
172,FA/86,KH/86,End,1450,1450
173,Start,KK/86,FA/86,1121,1121
173,KK/86,FA/86,End,1262,1262
176,Start,AR/86,FA/86,1310,1310
176,AR/86,FA/86,KH/86,1371,1376
176,FA/86,KH/86,End,1510,1510
177,Start,HGL/86,FA/86,1174,1174
177,HGL/86,FA/86,End,1322,1322
181,Start,KH/86,FA/86,1250,1250
181,KH/86,FA/86,AR/86,1382,1388
181,FA/86,AR/86,End,1458,1458
182,Start,AR/86,FA/86,1370,1370
182,AR/86,FA/86,KH/86,1431,1436
182,FA/86,KH/86,End,1585,1585
185,Start,KH/86,OD/86,1310,1310
185,KH/86,OD/86,End,1408,1408
190,Start,AR/86,FA/86,40,40
190,AR/86,FA/86,KH/86,111,116
190,FA/86,KH/86,End,265,265
191,Start,KH/86,FA/86,1370,1370
191,KH/86,FA/86,AR/86,1502,1508
191,FA/86,AR/86,End,1578,1578
193,Start,KH/86,OD/86,1430,1430
193,KH/86,OD/86,End,1528,1528
200,Start,RO/86,CPH/86,320,320
200,RO/86,CPH/86,End,354,354
202,Start,OD/86,CPH/86,307,307
202,OD/86,CPH/86,End,414,414
206,Start,OD/86,CPH/86,369,369
206,OD/86,CPH/86,End,474,474
208,Start,OD/86,CPH/86,429,429
208,OD/86,CPH/86,End,534,534
214,Start,OD/86,CPH/86,490,490
214,OD/86,CPH/86,End,594,594
218,Start,SG/86,CPH/86,584,584
218,SG/86,CPH/86,End,654,654
222,Start,SG/86,CPH/86,644,644
222,SG/86,CPH/86,End,714,714
223,Start,CPH/86,OD/86,365,365
223,CPH/86,OD/86,End,468,468
226,Start,SG/86,CPH/86,704,704
226,SG/86,CPH/86,End,774,774
227,Start,CPH/86,OD/86,425,425
227,CPH/86,OD/86,End,530,530
230,Start,SG/86,CPH/86,764,764
230,SG/86,CPH/86,End,834,834
231,Start,CPH/86,SG/86,485,485
231,CPH/86,SG/86,End,555,555
234,Start,SG/86,CPH/86,824,824
234,SG/86,CPH/86,End,894,894
235,Start,CPH/86,SG/86,545,545
235,CPH/86,SG/86,End,615,615
238,Start,OD/86,CPH/86,849,849
238,OD/86,CPH/86,End,954,954
239,Start,CPH/86,SG/86,605,605
239,CPH/86,SG/86,End,675,675
242,Start,OD/86,CPH/86,909,909
242,OD/86,CPH/86,End,1014,1014
243,Start,CPH/86,SG/86,665,665
243,CPH/86,SG/86,End,735,735
246,Start,OD/86,CPH/86,969,969
246,OD/86,CPH/86,End,1074,1074
247,Start,CPH/86,SG/86,725,725
247,CPH/86,SG/86,End,795,795
250,Start,OD/86,CPH/86,1029,1029
250,OD/86,CPH/86,End,1134,1134
251,Start,CPH/86,OD/86,785,785
251,CPH/86,OD/86,End,890,890
254,Start,SG/86,CPH/86,1124,1124
254,SG/86,CPH/86,End,1194,1194
255,Start,CPH/86,OD/86,845,845
255,CPH/86,OD/86,End,950,950
258,Start,SG/86,CPH/86,1184,1184
258,SG/86,CPH/86,End,1254,1254
259,Start,CPH/86,OD/86,905,905
259,CPH/86,OD/86,End,1010,1010
262,Start,SG/86,CPH/86,1244,1244
262,SG/86,CPH/86,End,1314,1314
263,Start,CPH/86,OD/86,965,965
263,CPH/86,OD/86,End,1070,1070
266,Start,RO/86,CPH/86,1340,1340
266,RO/86,CPH/86,End,1374,1374
267,Start,CPH/86,SG/86,1025,1025
267,CPH/86,SG/86,End,1095,1095
270,Start,RO/86,CPH/86,1400,1400
270,RO/86,CPH/86,End,1434,1434
271,Start,CPH/86,SG/86,1085,1085
271,CPH/86,SG/86,End,1155,1155
274,Start,RO/86,CPH/86,20,20
274,RO/86,CPH/86,End,54,54
275,Start,CPH/86,SG/86,1145,1145
275,CPH/86,SG/86,End,1215,1215
279,Start,CPH/86,SG/86,1205,1205
279,CPH/86,SG/86,End,1275,1275
283,Start,CPH/86,RO/86,1265,1265
283,CPH/86,RO/86,End,1299,1299
287,Start,CPH/86,RO/86,1325,1325
287,CPH/86,RO/86,End,1359,1359
291,Start,CPH/86,RO/86,1385,1385
291,CPH/86,RO/86,End,1419,1419
295,Start,CPH/86,RO/86,5,5
295,CPH/86,RO/86,End,39,39
392,Start,HMB/80,KH/86,1130,1130
392,HMB/80,KH/86,End,1417,1417
393,Start,KH/86,HMB/80,502,502
393,KH/86,HMB/80,End,786,786
394,Start,HMB/80,KH/86,893,893
394,HMB/80,KH/86,End,1178,1178
395,Start,KH/86,HMB/80,742,742
395,KH/86,HMB/80,End,1024,1024
396,Start,HMB/80,KH/86,653,653
396,HMB/80,KH/86,End,938,938
397,Start,KH/86,HMB/80,862,862
397,KH/86,HMB/80,End,1144,1144
398,Start,HMB/80,KH/86,535,535
398,HMB/80,KH/86,End,818,818
399,Start,KH/86,HMB/80,982,982
399,KH/86,HMB/80,End,1264,1264
412,Start,AR/86,FA/86,350,350
412,AR/86,FA/86,End,409,409
413,Start,FA/86,AR/86,369,369
413,FA/86,AR/86,End,428,428
416,Start,AR/86,FA/86,410,410
416,AR/86,FA/86,End,469,469
417,Start,FA/86,AR/86,429,429
417,FA/86,AR/86,End,488,488
421,Start,FA/86,AR/86,489,489
421,FA/86,AR/86,End,548,548
424,Start,AR/86,FA/86,530,530
424,AR/86,FA/86,End,589,589
428,Start,AR/86,FA/86,590,590
428,AR/86,FA/86,End,649,649
429,Start,FA/86,AR/86,609,609
429,FA/86,AR/86,End,668,668
432,Start,AR/86,FA/86,650,650
432,AR/86,FA/86,End,709,709
433,Start,FA/86,AR/86,669,669
433,FA/86,AR/86,End,728,728
437,Start,FA/86,AR/86,729,729
437,FA/86,AR/86,End,788,788
440,Start,AR/86,FA/86,770,770
440,AR/86,FA/86,End,829,829
444,Start,AR/86,FA/86,830,830
444,AR/86,FA/86,End,889,889
445,Start,FA/86,AR/86,849,849
445,FA/86,AR/86,End,908,908
448,Start,AR/86,FA/86,890,890
448,AR/86,FA/86,End,949,949
449,Start,FA/86,AR/86,909,909
449,FA/86,AR/86,End,968,968
453,Start,FA/86,AR/86,969,969
453,FA/86,AR/86,End,1028,1028
456,Start,AR/86,FA/86,1010,1010
456,AR/86,FA/86,End,1069,1069
460,Start,AR/86,FA/86,1070,1070
460,AR/86,FA/86,End,1129,1129
461,Start,FA/86,AR/86,1089,1089
461,FA/86,AR/86,End,1148,1148
464,Start,AR/86,FA/86,1130,1130
464,AR/86,FA/86,End,1189,1189
465,Start,FA/86,AR/86,1149,1149
465,FA/86,AR/86,End,1208,1208
468,Start,AR/86,FA/86,1190,1190
468,AR/86,FA/86,End,1249,1249
469,Start,FA/86,AR/86,1209,1209
469,FA/86,AR/86,End,1268,1268
471,Start,FA/86,AR/86,1269,1269
471,FA/86,AR/86,End,1328,1328
474,Start,AR/86,FA/86,1250,1250
474,AR/86,FA/86,End,1309,1309
477,Start,FA/86,AR/86,1329,1329
477,FA/86,AR/86,End,1400,1400
484,Start,AR/86,KD/86,1430,1430
484,AR/86,KD/86,End,1513,1513
485,Start,FA/86,AR/86,9,9
485,FA/86,AR/86,End,80,80
608,Start,OD/86,KH/86,379,379
608,OD/86,KH/86,End,458,458
649,Start,KH/86,FA/86,802,802
649,KH/86,FA/86,End,907,907
659,Start,KH/86,FA/86,922,922
659,KH/86,FA/86,End,1027,1027
722,Start,STR/86,FA/86,424,424
722,STR/86,FA/86,End,554,554
723,Start,FA/86,STR/86,523,523
723,FA/86,STR/86,End,648,648
731,Start,FA/86,STR/86,643,643
731,FA/86,STR/86,End,768,768
738,Start,STR/86,FA/86,664,664
738,STR/86,FA/86,End,794,794
746,Start,STR/86,FA/86,784,784
746,STR/86,FA/86,End,914,914
747,Start,VJ/86,STR/86,899,899
747,VJ/86,STR/86,End,1008,1008
762,Start,STR/86,FA/86,1024,1024
762,STR/86,FA/86,End,1154,1154
763,Start,FA/86,STR/86,1123,1123
763,FA/86,STR/86,End,1248,1248
802,Start,OD/86,HGL/86,300,300
802,OD/86,HGL/86,End,403,403
806,Start,ES/86,OD/86,272,272
806,ES/86,OD/86,HGL/86,352,360
806,OD/86,HGL/86,End,463,463
810,Start,ES/86,OD/86,332,332
810,ES/86,OD/86,HGL/86,412,420
810,OD/86,HGL/86,End,523,523
814,Start,ES/86,OD/86,392,392
814,ES/86,OD/86,HGL/86,472,480
814,OD/86,HGL/86,End,583,583
815,Start,OD/86,ES/86,369,369
815,OD/86,ES/86,End,456,456
818,Start,ES/86,OD/86,451,451
818,ES/86,OD/86,HGL/86,532,540
818,OD/86,HGL/86,End,643,643
819,Start,HGL/86,OD/86,316,316
819,HGL/86,OD/86,ES/86,420,429
819,OD/86,ES/86,End,506,506
822,Start,ES/86,OD/86,511,511
822,ES/86,OD/86,KK/86,592,600
822,OD/86,KK/86,End,697,697
823,Start,KK/86,OD/86,383,383
823,KK/86,OD/86,ES/86,480,489
823,OD/86,ES/86,End,566,566
826,Start,ES/86,OD/86,572,572
826,ES/86,OD/86,HGL/86,652,660
826,OD/86,HGL/86,End,763,763
827,Start,HGL/86,OD/86,436,436
827,HGL/86,OD/86,ES/86,540,549
827,OD/86,ES/86,End,626,626
830,Start,ES/86,OD/86,632,632
830,ES/86,OD/86,HGL/86,712,720
830,OD/86,HGL/86,End,823,823
831,Start,HGL/86,OD/86,496,496
831,HGL/86,OD/86,ES/86,600,609
831,OD/86,ES/86,End,686,686
834,Start,ES/86,OD/86,692,692
834,ES/86,OD/86,HGL/86,772,780
834,OD/86,HGL/86,End,883,883
835,Start,HGL/86,OD/86,556,556
835,HGL/86,OD/86,ES/86,660,669
835,OD/86,ES/86,End,746,746
838,Start,ES/86,OD/86,752,752
838,ES/86,OD/86,HGL/86,832,840
838,OD/86,HGL/86,End,943,943
839,Start,KK/86,OD/86,623,623
839,KK/86,OD/86,ES/86,720,729
839,OD/86,ES/86,End,806,806
842,Start,ES/86,OD/86,812,812
842,ES/86,OD/86,HGL/86,892,900
842,OD/86,HGL/86,End,1003,1003
843,Start,HGL/86,OD/86,676,676
843,HGL/86,OD/86,ES/86,780,789
843,OD/86,ES/86,End,866,866
846,Start,ES/86,OD/86,872,872
846,ES/86,OD/86,HGL/86,952,960
846,OD/86,HGL/86,End,1063,1063
847,Start,HGL/86,OD/86,736,736
847,HGL/86,OD/86,ES/86,840,849
847,OD/86,ES/86,End,926,926
850,Start,ES/86,OD/86,932,932
850,ES/86,OD/86,HGL/86,1012,1020
850,OD/86,HGL/86,End,1123,1123
851,Start,HGL/86,OD/86,796,796
851,HGL/86,OD/86,ES/86,900,909
851,OD/86,ES/86,End,986,986
854,Start,ES/86,OD/86,992,992
854,ES/86,OD/86,HGL/86,1072,1080
854,OD/86,HGL/86,End,1183,1183
855,Start,HGL/86,OD/86,856,856
855,HGL/86,OD/86,ES/86,960,969
855,OD/86,ES/86,End,1046,1046
858,Start,ES/86,OD/86,1052,1052
858,ES/86,OD/86,HGL/86,1132,1140
858,OD/86,HGL/86,End,1243,1243
859,Start,HGL/86,OD/86,916,916
859,HGL/86,OD/86,ES/86,1020,1029
859,OD/86,ES/86,End,1106,1106
862,Start,ES/86,OD/86,1112,1112
862,ES/86,OD/86,KK/86,1192,1200
862,OD/86,KK/86,End,1297,1297
863,Start,HGL/86,OD/86,976,976
863,HGL/86,OD/86,ES/86,1080,1089
863,OD/86,ES/86,End,1166,1166
866,Start,ES/86,OD/86,1172,1172
866,ES/86,OD/86,KK/86,1252,1260
866,OD/86,KK/86,End,1360,1360
867,Start,HGL/86,OD/86,1036,1036
867,HGL/86,OD/86,ES/86,1140,1149
867,OD/86,ES/86,End,1226,1226
871,Start,HGL/86,OD/86,1096,1096
871,HGL/86,OD/86,ES/86,1200,1209
871,OD/86,ES/86,End,1286,1286
875,Start,HGL/86,OD/86,1156,1156
875,HGL/86,OD/86,ES/86,1260,1269
875,OD/86,ES/86,End,1346,1346
879,Start,HGL/86,OD/86,1216,1216
879,HGL/86,OD/86,End,1320,1320
883,Start,HGL/86,OD/86,1276,1276
883,HGL/86,OD/86,End,1380,1380
910,Start,SDB/86,FA/86,284,284
910,SDB/86,FA/86,End,377,377
911,Start,FA/86,SDB/86,341,341
911,FA/86,SDB/86,End,432,432
918,Start,SDB/86,FA/86,404,404
918,SDB/86,FA/86,End,497,497
919,Start,FA/86,SDB/86,461,461
919,FA/86,SDB/86,End,552,552
926,Start,SDB/86,FA/86,524,524
926,SDB/86,FA/86,End,617,617
927,Start,FA/86,SDB/86,581,581
927,FA/86,SDB/86,End,672,672
934,Start,SDB/86,FA/86,644,644
934,SDB/86,FA/86,End,737,737
935,Start,FA/86,SDB/86,701,701
935,FA/86,SDB/86,End,792,792
942,Start,SDB/86,FA/86,764,764
942,SDB/86,FA/86,End,857,857
943,Start,FA/86,SDB/86,821,821
943,FA/86,SDB/86,End,912,912
950,Start,SDB/86,FA/86,884,884
950,SDB/86,FA/86,End,977,977
951,Start,FA/86,SDB/86,941,941
951,FA/86,SDB/86,End,1032,1032
958,Start,SDB/86,FA/86,1004,1004
958,SDB/86,FA/86,End,1097,1097
959,Start,FA/86,SDB/86,1061,1061
959,FA/86,SDB/86,End,1152,1152
966,Start,SDB/86,FA/86,1124,1124
966,SDB/86,FA/86,End,1217,1217
967,Start,FA/86,SDB/86,1181,1181
967,FA/86,SDB/86,End,1272,1272
974,Start,SDB/86,FA/86,1244,1244
974,SDB/86,FA/86,End,1337,1337
975,Start,FA/86,SDB/86,1301,1301
975,FA/86,SDB/86,End,1392,1392
982,Start,SDB/86,FA/86,1364,1364
982,SDB/86,FA/86,End,1457,1457
983,Start,FA/86,SDB/86,1436,1436
983,FA/86,SDB/86,End,1527,1527
1191,Start,KH/86,PA/86,322,322
1191,KH/86,PA/86,HMB/80,477,482
1191,PA/86,HMB/80,End,604,604
1196,Start,HMB/80,PA/86,712,712
1196,HMB/80,PA/86,KH/86,833,843
1196,PA/86,KH/86,End,998,998
1198,Start,HMB/80,PA/86,410,410
1198,HMB/80,PA/86,KH/86,534,543
1198,PA/86,KH/86,End,698,698
1199,Start,KH/86,PA/86,1102,1102
1199,KH/86,PA/86,HMB/80,1257,1262
1199,PA/86,HMB/80,End,1384,1384
1204,Start,NF/86,KH/86,338,338
1204,NF/86,KH/86,End,415,415
1208,Start,NF/86,KH/86,398,398
1208,NF/86,KH/86,End,475,475
1212,Start,NF/86,KH/86,458,458
1212,NF/86,KH/86,End,535,535
1216,Start,NF/86,KH/86,518,518
1216,NF/86,KH/86,End,595,595
1220,Start,NF/86,KH/86,578,578
1220,NF/86,KH/86,End,655,655
1221,Start,KH/86,NF/86,364,364
1221,KH/86,NF/86,End,449,449
1224,Start,NF/86,KH/86,638,638
1224,NF/86,KH/86,End,715,715
1225,Start,KH/86,NF/86,428,428
1225,KH/86,NF/86,End,503,503
1228,Start,NF/86,KH/86,698,698
1228,NF/86,KH/86,End,775,775
1229,Start,KH/86,NF/86,488,488
1229,KH/86,NF/86,End,563,563
1232,Start,NF/86,KH/86,758,758
1232,NF/86,KH/86,End,835,835
1233,Start,KH/86,NF/86,548,548
1233,KH/86,NF/86,End,623,623
1236,Start,NF/86,KH/86,818,818
1236,NF/86,KH/86,End,895,895
1237,Start,KH/86,NF/86,608,608
1237,KH/86,NF/86,End,683,683
1240,Start,NF/86,KH/86,878,878
1240,NF/86,KH/86,End,955,955
1241,Start,KH/86,NF/86,668,668
1241,KH/86,NF/86,End,743,743
1244,Start,NF/86,KH/86,938,938
1244,NF/86,KH/86,End,1015,1015
1245,Start,KH/86,NF/86,728,728
1245,KH/86,NF/86,End,803,803
1248,Start,NF/86,KH/86,998,998
1248,NF/86,KH/86,End,1075,1075
1249,Start,KH/86,NF/86,788,788
1249,KH/86,NF/86,End,863,863
1252,Start,NF/86,KH/86,1058,1058
1252,NF/86,KH/86,End,1135,1135
1253,Start,KH/86,NF/86,848,848
1253,KH/86,NF/86,End,923,923
1256,Start,NF/86,KH/86,1118,1118
1256,NF/86,KH/86,End,1195,1195
1257,Start,KH/86,NF/86,908,908
1257,KH/86,NF/86,End,983,983
1260,Start,NF/86,KH/86,1178,1178
1260,NF/86,KH/86,End,1255,1255
1261,Start,KH/86,NF/86,968,968
1261,KH/86,NF/86,End,1043,1043
1264,Start,NF/86,KH/86,1229,1229
1264,NF/86,KH/86,End,1315,1315
1265,Start,KH/86,NF/86,1028,1028
1265,KH/86,NF/86,End,1103,1103
1268,Start,NF/86,KH/86,1286,1286
1268,NF/86,KH/86,End,1374,1374
1269,Start,KH/86,NF/86,1088,1088
1269,KH/86,NF/86,End,1163,1163
1272,Start,NF/86,KH/86,1346,1346
1272,NF/86,KH/86,End,1434,1434
1273,Start,KH/86,NF/86,1148,1148
1273,KH/86,NF/86,End,1223,1223
1276,Start,NF/86,KH/86,1406,1406
1276,NF/86,KH/86,End,1494,1494
1277,Start,KH/86,NF/86,1207,1207
1277,KH/86,NF/86,End,1291,1291
1281,Start,KH/86,NF/86,1267,1267
1281,KH/86,NF/86,End,1351,1351
1285,Start,KH/86,NF/86,1327,1327
1285,KH/86,NF/86,End,1415,1415
1289,Start,KH/86,NF/86,1387,1387
1289,KH/86,NF/86,End,1475,1475
1401,Start,CPH/86,KH/86,12,12
1401,CPH/86,KH/86,End,25,25
1407,Start,CPH/86,KH/86,132,132
1407,CPH/86,KH/86,End,145,145
1413,Start,CPH/86,KH/86,206,206
1413,CPH/86,KH/86,End,219,219
1417,Start,CPH/86,KH/86,266,266
1417,CPH/86,KH/86,End,279,279
1472,Start,KH/86,CPH/86,19,19
1472,KH/86,CPH/86,End,32,32
1476,Start,KH/86,CPH/86,79,79
1476,KH/86,CPH/86,End,92,92
1482,Start,KH/86,CPH/86,163,163
1482,KH/86,CPH/86,End,177,177
1485,Start,CPH/86,KH/86,1286,1286
1485,CPH/86,KH/86,End,1300,1300
1489,Start,CPH/86,KH/86,1346,1346
1489,CPH/86,KH/86,End,1360,1360
1490,Start,KH/86,CPH/86,279,279
1490,KH/86,CPH/86,End,292,292
1493,Start,CPH/86,KH/86,1406,1406
1493,CPH/86,KH/86,End,1420,1420
1500,Start,KB/86,KK/86,270,270
1500,KB/86,KK/86,End,376,376
1504,Start,KB/86,KK/86,337,337
1504,KB/86,KK/86,End,427,427
1508,Start,KB/86,HGL/86,397,397
1508,KB/86,HGL/86,End,493,493
1512,Start,KB/86,KK/86,457,457
1512,KB/86,KK/86,End,547,547
1516,Start,KB/86,KK/86,517,517
1516,KB/86,KK/86,End,607,607
1517,Start,KK/86,KB/86,293,293
1517,KK/86,KB/86,End,385,385
1520,Start,KB/86,KK/86,577,577
1520,KB/86,KK/86,End,667,667
1521,Start,HGL/86,KB/86,347,347
